	SUP05	R.magnifica	Bathy_complete_with_CRISPRannot	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01	Count
249	SP60_03125	Rmag_0967	MS2017_0223	BSEPE_0154	BGC33_13170	AZO1586R_1637	Gsub_0753	CRN91_02670	W908_07520	EYG05_03340	Tper_0386	H8D41_06860	12
250	SP60_03135	Rmag_0968	MS2017_0221	BSEPE_0152	BGC33_13180	AZO1586R_1815	Gsub_0752	CRN91_02660	W908_07530	EYG05_03350	Tper_0388	H8D41_06870	12
251	SP60_03140	Rmag_0969	MS2017_0220	BSEPE_0151	BGC33_13185	AZO1586R_1759	Gsub_0751	CRN91_02655	W908_07535	EYG05_03355	Tper_0389	H8D41_06875	12
252	SP60_03185	Rmag_0972	MS2017_0208	BSEPE_1448	BGC33_09435	AZO1586R_2209	Gsub_0747	CRN91_02600	W908_07575	EYG05_03390	Tper_0396	H8D41_04630	12
253	SP60_03190	Rmag_0973	MS2017_0207	BSEPE_1447	BGC33_09440	AZO1586R_2208	Gsub_0746	CRN91_02595	W908_07580	EYG05_03395	Tper_0397	H8D41_04635	12
255	SP60_03200	Rmag_0975	MS2017_0206	BSEPE_1446	BGC33_09445	AZO1586R_2207	Gsub_0736	CRN91_02590	W908_07585	EYG05_07755	Tper_0399	H8D41_04645	12
256	SP60_03205	Rmag_0976	MS2017_0205	BSEPE_1445	BGC33_09450	AZO1586R_2206	Gsub_0735	CRN91_02585	W908_07590	EYG05_07750	Tper_0400	H8D41_04650	12
257	SP60_03210	Rmag_0977	MS2017_0204	BSEPE_1444	BGC33_09455	AZO1586R_2205	Gsub_0734	CRN91_02580	W908_07595	EYG05_07745	Tper_0401	H8D41_04655	12
258	SP60_03220	Rmag_0980	MS2017_0193	BSEPE_1442	BGC33_11675	AZO1586R_1953	Gsub_0701	CRN91_02575	W908_07600	EYG05_07735	Tper_0403	H8D41_04665	12
259	SP60_03225	Rmag_0981	MS2017_0192	BSEPE_1441	BGC33_11680	AZO1586R_1952	Gsub_0700	CRN91_02570	W908_07605	EYG05_07730	Tper_0404	H8D41_04670	12
261	SP60_03240	Rmag_0984	MS2017_0189	BSEPE_1437	BGC33_11695	AZO1586R_2087	Gsub_0825	CRN91_02555	W908_07620	EYG05_07715	Tper_0406	H8D41_04685	12
262	SP60_03255	Rmag_0989	MS2017_0185	BSEPE_1429	BGC33_11715	AZO1586R_2092	Gsub_0823	CRN91_02545	W908_07630	EYG05_07700	Tper_0409	H8D41_01300	12
263	SP60_03260	Rmag_0990	MS2017_0184	BSEPE_1428	BGC33_11720	AZO1586R_2093	Gsub_0822	CRN91_02540	W908_07635	EYG05_07695	Tper_0410	H8D41_01295	12
264	SP60_03265	Rmag_0991	MS2017_0183	BSEPE_1427	BGC33_11725	AZO1586R_2094	Gsub_0821	CRN91_02535	W908_07640	EYG05_07690	Tper_0411	H8D41_01290	12
265	SP60_03270	Rmag_0992	MS2017_0182	BSEPE_1426	BGC33_11730	AZO1586R_2095	Gsub_0820	CRN91_02530	W908_07645	EYG05_07685	Tper_0412	H8D41_01285	12
266	SP60_03275	Rmag_0993	MS2017_0179	BSEPE_1425	BGC33_11740	AZO1586R_1569	Gsub_0629	CRN91_02525	W908_07650	EYG05_07680	Tper_0413	H8D41_01280	12
267	SP60_03280	Rmag_0994	MS2017_0178	BSEPE_1424	BGC33_11745	AZO1586R_1570	Gsub_0630	CRN91_02520	W908_07655	EYG05_07675	Tper_0414	H8D41_01275	12
268	SP60_03400	Rmag_0995	MS2017_0177	BSEPE_0148	BGC33_11755	AZO1586R_1571	Gsub_0389	CRN91_02430	W908_07710	EYG05_07650	Tper_0424	H8D41_01250	12
269	SP60_03405	Rmag_0996	MS2017_0174	BSEPE_0147	BGC33_11770	AZO1586R_1572	Gsub_0388	CRN91_02425	W908_07715	EYG05_07645	Tper_0425	H8D41_01245	12
270	SP60_03415	Rmag_0998	MS2017_0167	BSEPE_0145	BGC33_08370	AZO1586R_1575	Gsub_0539	CRN91_02415	W908_07725	EYG05_04520	Tper_0427	H8D41_01235	12
271	SP60_03420	Rmag_0999	MS2017_0166	BSEPE_0144	BGC33_08365	AZO1586R_1576	Gsub_0538	CRN91_02410	W908_07730	EYG05_04515	Tper_0428	H8D41_01230	12
272	SP60_03425	Rmag_1000	MS2017_0165	BSEPE_0143	BGC33_08360	AZO1586R_1577	Gsub_0537	CRN91_02405	W908_07735	EYG05_04510	Tper_0429	H8D41_01225	12
277	SP60_03450	Rmag_1005	MS2017_0160	BSEPE_0136	BGC33_10745	AZO1586R_1583	Gsub_0572	CRN91_02380	W908_07760	EYG05_04485	Tper_0434	H8D41_01200	12
278	SP60_03455	Rmag_1006	MS2017_0159	BSEPE_0135	BGC33_10750	AZO1586R_1584	Gsub_0571	CRN91_02375	W908_07765	EYG05_04480	Tper_0435	H8D41_01195	12
279	SP60_03460	Rmag_1007	MS2017_0158	BSEPE_0134	BGC33_10755	AZO1586R_1585	Gsub_0570	CRN91_02370	W908_07770	EYG05_04475	Tper_0436	H8D41_01190	12
280	SP60_03465	Rmag_1008	MS2017_0157	BSEPE_0133	BGC33_10760	AZO1586R_1586	Gsub_0569	CRN91_02365	W908_07775	EYG05_04470	Tper_0437	H8D41_01185	12
285	SP60_03550	Rmag_1014	MS2017_0145	BSEPE_1401	BGC33_10825	AZO1586R_23	Gsub_0948	CRN91_02320	W908_07825	EYG05_07840	Tper_0799	H8D41_02620	12
286	SP60_03555	Rmag_1015	MS2017_0142	BSEPE_1402	BGC33_10830	AZO1586R_22	Gsub_0949	CRN91_02315	W908_07830	EYG05_07845	Tper_0798	H8D41_02615	12
287	SP60_03560	Rmag_1016	MS2017_0141	BSEPE_1403	BGC33_10835	AZO1586R_21	Gsub_0950	CRN91_02310	W908_07835	EYG05_07850	Tper_0797	H8D41_02610	12
288	SP60_03575	Rmag_1018	MS2017_0134	BSEPE_1452	BGC33_10870	AZO1586R_853	Gsub_0027	CRN91_02295	W908_07850	EYG05_01275	Tper_0794	H8D41_02595	12
289	SP60_03585	Rmag_1019	MS2017_2184	BSEPE_1520	BGC33_13480	AZO1586R_1004	Gsub_0505	CRN91_02285	W908_07860	EYG05_01265	Tper_0792	H8D41_02585	12
290	SP60_03590	Rmag_1020	MS2017_2183	BSEPE_1519	BGC33_13485	AZO1586R_1005	Gsub_0506	CRN91_02280	W908_07865	EYG05_01260	Tper_0791	H8D41_02580	12
291	SP60_03595	Rmag_1021	MS2017_2181	BSEPE_1518	BGC33_13490	AZO1586R_1006	Gsub_0507	CRN91_02270	W908_07870	EYG05_01255	Tper_0790	H8D41_02575	12
293	SP60_03625	Rmag_1023	MS2017_2179	BSEPE_1515	BGC33_13500	AZO1586R_1287	Gsub_0462	CRN91_02250	W908_07890	EYG05_01145	Tper_0786	H8D41_02545	12
294	SP60_03635	Rmag_1024	MS2017_2177	BSEPE_1513	BGC33_13510	AZO1586R_1285	Gsub_0460	CRN91_02245	W908_07895	EYG05_01135	Tper_0784	H8D41_02535	12
295	SP60_03640	Rmag_1025	MS2017_2176	BSEPE_1512	BGC33_13525	AZO1586R_1284	Gsub_0459	CRN91_02240	W908_07900	EYG05_01130	Tper_0783	H8D41_02530	12
296	SP60_03645	Rmag_1026	MS2017_2173	BSEPE_1509	BGC33_05260	AZO1586R_1282	Gsub_1341	CRN91_02235	W908_07905	EYG05_02995	Tper_0782	H8D41_02525	12
297	SP60_03650	Rmag_1027	MS2017_2172	BSEPE_1508	BGC33_05255	AZO1586R_1281	Gsub_1340	CRN91_02230	W908_07910	EYG05_02990	Tper_0781	H8D41_02520	12
300	SP60_03665	Rmag_1030	MS2017_2168	BSEPE_1507	BGC33_07070	AZO1586R_1280	Gsub_1339	CRN91_02205	W908_07940	EYG05_02975	Tper_0778	H8D41_02505	12
312	SP60_03755	Rmag_1044	MS2017_2136	BSEPE_1486	BGC33_09615	AZO1586R_805	Gsub_0858	CRN91_01070	W908_00300	EYG05_03060	Tper_0759	H8D41_02415	12
313	SP60_03760	Rmag_1045	MS2017_2135	BSEPE_1485	BGC33_09610	AZO1586R_804	Gsub_0859	CRN91_01075	W908_00295	EYG05_03055	Tper_0758	H8D41_02410	12
314	SP60_03765	Rmag_1046	MS2017_2134	BSEPE_1484	BGC33_09605	AZO1586R_803	Gsub_0860	CRN91_01080	W908_00290	EYG05_03050	Tper_0757	H8D41_02405	12
315	SP60_03770	Rmag_1047	MS2017_2133	BSEPE_1483	BGC33_09600	AZO1586R_802	Gsub_0861	CRN91_01085	W908_00285	EYG05_03045	Tper_0756	H8D41_02400	12
316	SP60_03775	Rmag_1048	MS2017_2132	BSEPE_1482	BGC33_09595	AZO1586R_801	Gsub_0862	CRN91_01090	W908_00280	EYG05_03040	Tper_0755	H8D41_02395	12
317	SP60_03780	Rmag_1049	MS2017_2131	BSEPE_1481	BGC33_09590	AZO1586R_800	Gsub_0863	CRN91_01095	W908_00275	EYG05_03035	Tper_0754	H8D41_02390	12
318	SP60_03785	Rmag_1050	MS2017_2130	BSEPE_1480	BGC33_09585	AZO1586R_799	Gsub_0864	CRN91_01100	W908_00270	EYG05_03030	Tper_0753	H8D41_02385	12
319	SP60_03790	Rmag_1051	MS2017_2129	BSEPE_1479	BGC33_09580	AZO1586R_798	Gsub_0865	CRN91_01105	W908_00265	EYG05_03025	Tper_0752	H8D41_02380	12
322	SP60_03810	Rmag_1054	MS2017_0096	BSEPE_1474	BGC33_14710	AZO1586R_563	Gsub_1420	CRN91_01120	W908_00250	EYG05_04905	Tper_0748	H8D41_02360	12
323	SP60_03815	Rmag_1055	MS2017_0097	BSEPE_1473	BGC33_14715	AZO1586R_562	Gsub_1419	CRN91_01125	W908_00245	EYG05_04900	Tper_0747	H8D41_02355	12
324	SP60_03840	Rmag_1057	MS2017_0101	BSEPE_1470	BGC33_14735	AZO1586R_733	Gsub_1415	CRN91_01185	W908_00200	EYG05_04890	Tper_0740	H8D41_02090	12
326	SP60_03850	Rmag_1059	MS2017_0103	BSEPE_1468	BGC33_14745	AZO1586R_731	Gsub_1413	CRN91_01190	W908_00195	EYG05_04880	Tper_1004	H8D41_02080	12
327	SP60_03855	Rmag_1060	MS2017_0104	BSEPE_1467	BGC33_14750	AZO1586R_730	Gsub_1412	CRN91_01195	W908_00190	EYG05_04875	Tper_1005	H8D41_02075	12
328	SP60_03860	Rmag_1061	MS2017_0107	BSEPE_1466	BGC33_14765	AZO1586R_726	Gsub_1411	CRN91_01200	W908_00185	EYG05_04870	Tper_1006	H8D41_02070	12
329	SP60_03865	Rmag_1062	MS2017_0108	BSEPE_1465	BGC33_14770	AZO1586R_725	Gsub_1410	CRN91_01205	W908_00180	EYG05_04865	Tper_1007	H8D41_02065	12
330	SP60_03870	Rmag_1063	MS2017_0113	BSEPE_1463	BGC33_14800	AZO1586R_1459	Gsub_0423	CRN91_01210	W908_00175	EYG05_04860	Tper_1008	H8D41_02060	12
331	SP60_03875	Rmag_1064	MS2017_0114	BSEPE_1462	BGC33_14805	AZO1586R_1460	Gsub_0422	CRN91_01215	W908_00170	EYG05_04855	Tper_1009	H8D41_02055	12
332	SP60_03885	Rmag_1066	MS2017_0116	BSEPE_1460	BGC33_14815	AZO1586R_1462	Gsub_0420	CRN91_01225	W908_00160	EYG05_04845	Tper_1011	H8D41_02045	12
334	SP60_03895	Rmag_1068	MS2017_0118	BSEPE_1458	BGC33_14825	AZO1586R_1464	Gsub_0418	CRN91_01235	W908_00150	EYG05_04835	Tper_1013	H8D41_02035	12
335	SP60_03900	Rmag_1069	MS2017_0119	BSEPE_1457	BGC33_14830	AZO1586R_1465	Gsub_0417	CRN91_01240	W908_00145	EYG05_04830	Tper_1014	H8D41_02030	12
336	SP60_03905	Rmag_1070	MS2017_0130	BSEPE_1456	BGC33_10900	AZO1586R_1466	Gsub_0416	CRN91_01245	W908_00140	EYG05_04825	Tper_1015	H8D41_02025	12
337	SP60_03910	Rmag_1071	MS2017_0131	BSEPE_1455	BGC33_10895	AZO1586R_1467	Gsub_0415	CRN91_01250	W908_00135	EYG05_04820	Tper_1016	H8D41_02020	12
338	SP60_03915	Rmag_1072	MS2017_0132	BSEPE_1454	BGC33_10890	AZO1586R_1468	Gsub_1350	CRN91_01310	W908_00050	EYG05_04815	Tper_1017	H8D41_02015	12
339	SP60_03920	Rmag_1073	MS2017_0133	BSEPE_1453	BGC33_10885	AZO1586R_1469	Gsub_1351	CRN91_01315	W908_00045	EYG05_04810	Tper_1018	H8D41_02010	12
340	SP60_04000	Rmag_1075	MS2017_2185	BSEPE_1521	BGC33_13470	AZO1586R_1002	Gsub_1352	CRN91_01365	W908_00025	EYG05_03545	Tper_0970	H8D41_01865	12
341	SP60_04005	Rmag_1076	MS2017_2186	BSEPE_1522	BGC33_13465	AZO1586R_1001	Gsub_1353	CRN91_01370	W908_00020	EYG05_03550	Tper_0971	H8D41_01860	12
342	SP60_04015	Rmag_0001	MS2017_0001	BSEPE_0001	BGC33_13455	AZO1586R_999	Gsub_1356	CRN91_01380	W908_00005	EYG05_03560	Tper_0973	H8D41_01850	12
343	SP60_04020	Rmag_0002	MS2017_0002	BSEPE_0002	BGC33_13450	AZO1586R_998	Gsub_1357	CRN91_01385	W908_08770	EYG05_03565	Tper_0974	H8D41_01845	12
344	SP60_04030	Rmag_0003	MS2017_0004	BSEPE_0004	BGC33_13440	AZO1586R_996	Gsub_1359	CRN91_01395	W908_08760	EYG05_04300	Tper_0976	H8D41_01835	12
346	SP60_04040	Rmag_0005	MS2017_0010	BSEPE_0008	BGC33_10255	AZO1586R_1647	Gsub_1366	CRN91_01400	W908_08750	EYG05_04285	Tper_0979	H8D41_01820	12
347	SP60_04045	Rmag_0006	MS2017_0011	BSEPE_0009	BGC33_10260	AZO1586R_1648	Gsub_1367	CRN91_01405	W908_08745	EYG05_04280	Tper_0980	H8D41_01815	12
348	SP60_04050	Rmag_0007	MS2017_0012	BSEPE_0010	BGC33_10265	AZO1586R_1649	Gsub_1369	CRN91_01410	W908_08740	EYG05_04275	Tper_0981	H8D41_01810	12
349	SP60_04060	Rmag_0008	MS2017_0014	BSEPE_0012	BGC33_10275	AZO1586R_1651	Gsub_1375	CRN91_01420	W908_08730	EYG05_04265	Tper_0983	H8D41_01800	12
350	SP60_04065	Rmag_0009	MS2017_0015	BSEPE_0013	BGC33_10280	AZO1586R_1652	Gsub_1376	CRN91_01425	W908_08725	EYG05_04260	Tper_0984	H8D41_01795	12
351	SP60_04070	Rmag_0010	MS2017_0016	BSEPE_0014	BGC33_10285	AZO1586R_1653	Gsub_1377	CRN91_01430	W908_08720	EYG05_04255	Tper_0985	H8D41_01790	12
352	SP60_04075	Rmag_0011	MS2017_0017	BSEPE_0015	BGC33_10290	AZO1586R_1654	Gsub_1378	CRN91_01435	W908_08715	EYG05_04250	Tper_0986	H8D41_01785	12
354	SP60_04085	Rmag_0013	MS2017_0019	BSEPE_0017	BGC33_10300	AZO1586R_1656	Gsub_1380	CRN91_01445	W908_08705	EYG05_04240	Tper_0076	H8D41_01775	12
356	SP60_04095	Rmag_0015	MS2017_0022	BSEPE_0020	BGC33_10315	AZO1586R_1659	Gsub_1382	CRN91_01450	W908_08700	EYG05_04385	Tper_0074	H8D41_01765	12
358	SP60_04110	Rmag_0018	MS2017_0033	BSEPE_0024	BGC33_08220	AZO1586R_1662	Gsub_0468	CRN91_01465	W908_08685	EYG05_04365	Tper_0071	H8D41_01745	12
359	SP60_04115	Rmag_0019	MS2017_0034	BSEPE_0025	BGC33_08215	AZO1586R_1663	Gsub_0469	CRN91_01470	W908_08680	EYG05_04360	Tper_0070	H8D41_01740	12
362	SP60_04130	Rmag_0022	MS2017_0038	BSEPE_0028	BGC33_08190	AZO1586R_1666	Gsub_0471	CRN91_01475	W908_08675	EYG05_04345	Tper_0067	H8D41_01725	12
368	SP60_04165	Rmag_0028	MS2017_0070	BSEPE_0037	BGC33_12830	AZO1586R_1673	Gsub_0477	CRN91_01505	W908_08645	EYG05_00945	Tper_0060	H8D41_01690	12
374	SP60_04280	Rmag_0045	MS2017_0089	BSEPE_0055	BGC33_14675	AZO1586R_1644	Gsub_1250	CRN91_01655	W908_08485	EYG05_06525	Tper_1169	H8D41_02205	12
375	SP60_04285	Rmag_0046	MS2017_0090	BSEPE_0056	BGC33_14680	AZO1586R_1643	Gsub_1249	CRN91_01660	W908_08480	EYG05_06520	Tper_1168	H8D41_02210	12
376	SP60_04290	Rmag_0047	MS2017_0091	BSEPE_0057	BGC33_14685	AZO1586R_1642	Gsub_1248	CRN91_01665	W908_08475	EYG05_06515	Tper_1167	H8D41_02215	12
377	SP60_04305	Rmag_0050	MS2017_2122	BSEPE_0060	BGC33_14855	AZO1586R_1639	Gsub_1245	CRN91_01675	W908_08465	EYG05_03950	Tper_1164	H8D41_02230	12
379	SP60_04320	Rmag_0052	MS2017_2110	BSEPE_0068	BGC33_14920	AZO1586R_953	Gsub_1261	CRN91_01690	W908_08450	EYG05_03970	Tper_1160	H8D41_02250	12
380	SP60_04325	Rmag_0053	MS2017_2109	BSEPE_0069	BGC33_14925	AZO1586R_952	Gsub_1262	CRN91_01695	W908_08445	EYG05_03975	Tper_1159	H8D41_02255	12
381	SP60_04330	Rmag_0054	MS2017_2108	BSEPE_0070	BGC33_14930	AZO1586R_951	Gsub_1263	CRN91_01700	W908_08440	EYG05_03980	Tper_1158	H8D41_02260	12
383	SP60_04340	Rmag_0056	MS2017_2106	BSEPE_0072	BGC33_14940	AZO1586R_947	Gsub_1265	CRN91_01710	W908_08430	EYG05_05795	Tper_1156	H8D41_02270	12
385	SP60_04375	Rmag_0059	MS2017_2099	BSEPE_0091	BGC33_14975	AZO1586R_125	Gsub_0838	CRN91_01730	W908_08410	EYG05_05765	Tper_0988	H8D41_02300	12
387	SP60_04455	Rmag_0062	MS2017_2091	BSEPE_0094	BGC33_15015	AZO1586R_1014	Gsub_0018	CRN91_02100	W908_08040	EYG05_03665	Tper_1274	H8D41_00700	12
388	SP60_04460	Rmag_0063	MS2017_2090	BSEPE_0095	BGC33_15020	AZO1586R_1015	Gsub_0019	CRN91_02105	W908_08035	EYG05_03670	Tper_1275	H8D41_00695	12
389	SP60_04470	Rmag_0065	MS2017_2088	BSEPE_0097	BGC33_15030	AZO1586R_1017	Gsub_0020	CRN91_02110	W908_08030	EYG05_03680	Tper_1277	H8D41_00685	12
390	SP60_04475	Rmag_0066	MS2017_2087	BSEPE_0098	BGC33_15035	AZO1586R_1018	Gsub_0021	CRN91_02115	W908_08025	EYG05_03685	Tper_1278	H8D41_00680	12
392	SP60_04485	Rmag_0068	MS2017_2081	BSEPE_0100	BGC33_12305	AZO1586R_1188	Gsub_1280	CRN91_02125	W908_08015	EYG05_03695	Tper_1280	H8D41_00670	12
395	SP60_04500	Rmag_0071	MS2017_2076	BSEPE_0106	BGC33_12340	AZO1586R_1437	Gsub_1277	CRN91_02135	W908_08005	EYG05_03710	Tper_1283	H8D41_00655	12
396	SP60_04505	Rmag_0072	MS2017_2075	BSEPE_0107	BGC33_12345	AZO1586R_1438	Gsub_1276	CRN91_02140	W908_08000	EYG05_03715	Tper_1284	H8D41_00650	12
397	SP60_04510	Rmag_0073	MS2017_2074	BSEPE_0108	BGC33_12350	AZO1586R_1439	Gsub_1275	CRN91_02145	W908_07995	EYG05_03720	Tper_1285	H8D41_00645	12
401	SP60_04540	Rmag_0077	MS2017_2070	BSEPE_0110	BGC33_12370	AZO1586R_1442	Gsub_1270	CRN91_02170	W908_07975	EYG05_03745	Tper_1290	H8D41_00620	12
402	SP60_04545	Rmag_0078	MS2017_2069	BSEPE_0111	BGC33_12375	AZO1586R_1443	Gsub_0117	CRN91_02175	W908_07970	EYG05_03750	Tper_1291	H8D41_00615	12
403	SP60_04550	Rmag_0079	MS2017_2063	BSEPE_0117	BGC33_12390	AZO1586R_908	Gsub_0315	CRN91_02180	W908_07965	EYG05_03755	Tper_1292	H8D41_00610	12
417	SP60_04625	Rmag_0094	MS2017_2038	BSEPE_1396	BGC33_06225	AZO1586R_883	Gsub_0181	CRN91_00725	W908_00670	EYG05_01200	Tper_1134	H8D41_03980	12
418	SP60_04645	Rmag_0097	MS2017_2008	BSEPE_1393	BGC33_08490	AZO1586R_879	Gsub_0184	CRN91_00715	W908_00685	EYG05_01175	Tper_1130	H8D41_04000	12
419	SP60_04650	Rmag_0098	MS2017_2007	BSEPE_1392	BGC33_08485	AZO1586R_878	Gsub_0185	CRN91_07360	W908_02770	EYG05_05965	Tper_1129	H8D41_04005	12
420	SP60_04660	Rmag_0099	MS2017_2004	BSEPE_1390	BGC33_08470	AZO1586R_876	Gsub_0187	CRN91_00710	W908_00695	EYG05_05975	Tper_1127	H8D41_04015	12
421	SP60_04690	Rmag_0101	MS2017_1993	BSEPE_1371	BGC33_10660	AZO1586R_873	Gsub_1253	CRN91_00680	W908_00715	EYG05_05990	Tper_1121	H8D41_04050	12
422	SP60_04700	Rmag_0103	MS2017_1990	BSEPE_1369	BGC33_10670	AZO1586R_896	Gsub_1255	CRN91_00665	W908_00725	EYG05_06005	Tper_1118	H8D41_04065	12
423	SP60_04705	Rmag_0104	MS2017_1981	BSEPE_1367	BGC33_10695	AZO1586R_894	Gsub_1256	CRN91_00660	W908_00730	EYG05_06010	Tper_1117	H8D41_04070	12
424	SP60_04710	Rmag_0105	MS2017_1980	BSEPE_1366	BGC33_10700	AZO1586R_893	Gsub_1257	CRN91_00655	W908_00735	EYG05_06015	Tper_1116	H8D41_04075	12
425	SP60_04715	Rmag_0106	MS2017_1979	BSEPE_1365	BGC33_10705	AZO1586R_892	Gsub_1258	CRN91_00650	W908_00740	EYG05_06020	Tper_1115	H8D41_04080	12
426	SP60_04720	Rmag_0107	MS2017_1978	BSEPE_1364	BGC33_10710	AZO1586R_891	Gsub_1259	CRN91_00645	W908_00745	EYG05_06025	Tper_1114	H8D41_04085	12
427	SP60_04730	Rmag_0108	MS2017_1975	BSEPE_1363	BGC33_10735	AZO1586R_890	Gsub_0292	CRN91_00630	W908_00760	EYG05_06035	Tper_1113	H8D41_04095	12
428	SP60_04735	Rmag_0109	MS2017_1974	BSEPE_1362	BGC33_10740	AZO1586R_889	Gsub_0293	CRN91_00625	W908_00765	EYG05_06040	Tper_1112	H8D41_04100	12
429	SP60_04745	Rmag_0111	MS2017_1970	BSEPE_1360	BGC33_12420	AZO1586R_1231	Gsub_1099	CRN91_00605	W908_00785	EYG05_06055	Tper_1110	H8D41_04115	12
430	SP60_04750	Rmag_0112	MS2017_1969	BSEPE_1359	BGC33_12425	AZO1586R_1232	Gsub_1100	CRN91_00600	W908_00790	EYG05_06060	Tper_1109	H8D41_04120	12
431	SP60_04755	Rmag_0113	MS2017_1968	BSEPE_1358	BGC33_12430	AZO1586R_1233	Gsub_1101	CRN91_00595	W908_00795	EYG05_06065	Tper_1108	H8D41_04125	12
432	SP60_04780	Rmag_0117	MS2017_1962	BSEPE_1332	BGC33_12460	AZO1586R_1239	Gsub_1106	CRN91_00580	W908_00810	EYG05_06090	Tper_1103	H8D41_04150	12
434	SP60_04825	Rmag_0120	MS2017_1960	BSEPE_1329	BGC33_12470	AZO1586R_1241	Gsub_0941	CRN91_00570	W908_00820	EYG05_06105	Tper_1100	H8D41_04190	12
445	SP60_05050	Rmag_0136	MS2017_1935	BSEPE_1316	BGC33_08520	AZO1586R_1411	Gsub_0968	CRN91_00370	W908_01165	EYG05_07270	Tper_0308	H8D41_06055	12
446	SP60_05055	Rmag_0137	MS2017_1934	BSEPE_1315	BGC33_08515	AZO1586R_1410	Gsub_0969	CRN91_00365	W908_01170	EYG05_07275	Tper_0307	H8D41_06050	12
447	SP60_05060	Rmag_0138	MS2017_1933	BSEPE_1314	BGC33_08510	AZO1586R_1409	Gsub_0970	CRN91_00360	W908_01175	EYG05_07280	Tper_0306	H8D41_06045	12
457	SP60_05175	Rmag_0152	MS2017_1872	BSEPE_0259	BGC33_14280	AZO1586R_382	Gsub_1401	CRN91_00230	W908_01315	EYG05_01910	Tper_0284	H8D41_01115	12
458	SP60_05185	Rmag_0153	MS2017_1871	BSEPE_0260	BGC33_14290	AZO1586R_1253	Gsub_1402	CRN91_00220	W908_01325	EYG05_01900	Tper_0283	H8D41_01125	12
461	SP60_05205	Rmag_0158	MS2017_1858	BSEPE_0265	BGC33_09540	AZO1586R_606	Gsub_1329	CRN91_00210	W908_01335	EYG05_01880	Tper_0279	H8D41_01145	12
462	SP60_05210	Rmag_0159	MS2017_1857	BSEPE_0266	BGC33_09545	AZO1586R_607	Gsub_1328	CRN91_00205	W908_01340	EYG05_01875	Tper_0278	H8D41_01150	12
463	SP60_05215	Rmag_0160	MS2017_1856	BSEPE_0267	BGC33_09550	AZO1586R_608	Gsub_1327	CRN91_00200	W908_01345	EYG05_01870	Tper_0277	H8D41_01155	12
466	SP60_05240	Rmag_0165	MS2017_1851	BSEPE_0272	BGC33_11045	AZO1586R_1867	Gsub_1321	CRN91_00175	W908_01370	EYG05_02330	Tper_1598	H8D41_01320	12
467	SP60_05245	Rmag_0166	MS2017_1850	BSEPE_0273	BGC33_11040	AZO1586R_1868	Gsub_1320	CRN91_00170	W908_01375	EYG05_02325	Tper_1597	H8D41_01325	12
468	SP60_05250	Rmag_0167	MS2017_1849	BSEPE_0274	BGC33_11035	AZO1586R_1869	Gsub_1319	CRN91_00165	W908_01380	EYG05_02320	Tper_1596	H8D41_01330	12
469	SP60_05255	Rmag_0168	MS2017_1848	BSEPE_0275	BGC33_11030	AZO1586R_1870	Gsub_1318	CRN91_00160	W908_01385	EYG05_02315	Tper_1595	H8D41_01335	12
470	SP60_05260	Rmag_0169	MS2017_1847	BSEPE_0276	BGC33_11025	AZO1586R_1871	Gsub_1317	CRN91_00155	W908_01390	EYG05_02310	Tper_1594	H8D41_01340	12
471	SP60_05265	Rmag_0170	MS2017_1846	BSEPE_0277	BGC33_11020	AZO1586R_1872	Gsub_1316	CRN91_00150	W908_01395	EYG05_02305	Tper_1593	H8D41_01345	12
472	SP60_05270	Rmag_0171	MS2017_1845	BSEPE_0278	BGC33_11015	AZO1586R_1873	Gsub_1315	CRN91_00145	W908_01400	EYG05_02300	Tper_1592	H8D41_01350	12
473	SP60_05275	Rmag_0172	MS2017_1844	BSEPE_0279	BGC33_11010	AZO1586R_1874	Gsub_1314	CRN91_00140	W908_01405	EYG05_02295	Tper_1591	H8D41_01355	12
474	SP60_05280	Rmag_0173	MS2017_1843	BSEPE_0280	BGC33_11005	AZO1586R_1875	Gsub_1313	CRN91_00135	W908_01410	EYG05_02290	Tper_1590	H8D41_01360	12
475	SP60_05285	Rmag_0174	MS2017_1842	BSEPE_0281	BGC33_11000	AZO1586R_1876	Gsub_1312	CRN91_00130	W908_01415	EYG05_02285	Tper_1589	H8D41_01365	12
476	SP60_05290	Rmag_0175	MS2017_1841	BSEPE_0282	BGC33_10995	AZO1586R_1877	Gsub_1311	CRN91_00125	W908_01420	EYG05_02280	Tper_1588	H8D41_01370	12
477	SP60_05295	Rmag_0176	MS2017_1840	BSEPE_0283	BGC33_10990	AZO1586R_1878	Gsub_1310	CRN91_00120	W908_01425	EYG05_02275	Tper_1587	H8D41_01375	12
478	SP60_05300	Rmag_0177	MS2017_1839	BSEPE_0284	BGC33_10985	AZO1586R_1879	Gsub_1309	CRN91_00115	W908_01430	EYG05_02270	Tper_1586	H8D41_01380	12
479	SP60_05305	Rmag_0178	MS2017_1838	BSEPE_0285	BGC33_10980	AZO1586R_1880	Gsub_1308	CRN91_00110	W908_01435	EYG05_02265	Tper_1585	H8D41_01385	12
