	SUP05	R.magnifica	Bathy_complete_with_CRISPRannot	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01	Count
426	SP60_04720	Rmag_0107	MS2017_1978	BSEPE_1364	BGC33_10710	AZO1586R_891	Gsub_1259	CRN91_00645	W908_00745	EYG05_06025	Tper_1114	H8D41_04085	12
427	SP60_04730	Rmag_0108	MS2017_1975	BSEPE_1363	BGC33_10735	AZO1586R_890	Gsub_0292	CRN91_00630	W908_00760	EYG05_06035	Tper_1113	H8D41_04095	12
428	SP60_04735	Rmag_0109	MS2017_1974	BSEPE_1362	BGC33_10740	AZO1586R_889	Gsub_0293	CRN91_00625	W908_00765	EYG05_06040	Tper_1112	H8D41_04100	12
429	SP60_04745	Rmag_0111	MS2017_1970	BSEPE_1360	BGC33_12420	AZO1586R_1231	Gsub_1099	CRN91_00605	W908_00785	EYG05_06055	Tper_1110	H8D41_04115	12
430	SP60_04750	Rmag_0112	MS2017_1969	BSEPE_1359	BGC33_12425	AZO1586R_1232	Gsub_1100	CRN91_00600	W908_00790	EYG05_06060	Tper_1109	H8D41_04120	12
431	SP60_04755	Rmag_0113	MS2017_1968	BSEPE_1358	BGC33_12430	AZO1586R_1233	Gsub_1101	CRN91_00595	W908_00795	EYG05_06065	Tper_1108	H8D41_04125	12
432	SP60_04780	Rmag_0117	MS2017_1962	BSEPE_1332	BGC33_12460	AZO1586R_1239	Gsub_1106	CRN91_00580	W908_00810	EYG05_06090	Tper_1103	H8D41_04150	12
433	SP60_04790	Rmag_0118	MS2017_1961	BSEPE_1331	BGC33_12465	AZO1586R_1240	Gsub_1107	CRN91_00575	W908_00815	EYG05_06100	Tper_1101		11
434	SP60_04825	Rmag_0120	MS2017_1960	BSEPE_1329	BGC33_12470	AZO1586R_1241	Gsub_0941	CRN91_00570	W908_00820	EYG05_06105	Tper_1100	H8D41_04190	12
435	SP60_04835	Rmag_0122	MS2017_1954	BSEPE_1327	BGC33_12495	AZO1586R_1243	Gsub_0943	CRN91_00540		EYG05_02120	Tper_1098	H8D41_04200	11
436	SP60_04840	Rmag_0123	MS2017_1953	BSEPE_1326		AZO1586R_1244	Gsub_0944	CRN91_00535	W908_00855	EYG05_02115	Tper_1097	H8D41_04205	11
437	SP60_04865	Rmag_0124	MS2017_1952	BSEPE_1325	BGC33_03110	AZO1586R_1245		CRN91_02215	W908_07925	EYG05_02100	Tper_1092	H8D41_04415	11
438	SP60_04870	Rmag_0125	MS2017_1950	BSEPE_1324	BGC33_12505	AZO1586R_1246		CRN91_02220	W908_07920	EYG05_02095	Tper_1091	H8D41_04410	11
439	SP60_04875	Rmag_0126	MS2017_1949	BSEPE_1323	BGC33_12510	AZO1586R_1247	Gsub_0945			EYG05_02090	Tper_1090	H8D41_04405	10
440	SP60_04885	Rmag_0127	MS2017_1947	BSEPE_1321	BGC33_12520	AZO1586R_1249		CRN91_04515		EYG05_02075	Tper_1088		9
441	SP60_05030	Rmag_0132	MS2017_1941	BSEPE_1320	BGC33_08540	AZO1586R_1917	Gsub_0962	CRN91_00385	W908_01150	EYG05_07250	Tper_1440		11
442	SP60_05035	Rmag_0133	MS2017_1938	BSEPE_1319	BGC33_08535	AZO1586R_1916	Gsub_0965			EYG05_07255			8
443	SP60_05040	Rmag_0134	MS2017_1937	BSEPE_1318	BGC33_08530	AZO1586R_1915	Gsub_0966			EYG05_07260	Tper_0310	H8D41_06065	10
444	SP60_05045	Rmag_0135	MS2017_1936	BSEPE_1317	BGC33_08525	AZO1586R_1914	Gsub_0967			EYG05_07265	Tper_0309	H8D41_06060	10
445	SP60_05050	Rmag_0136	MS2017_1935	BSEPE_1316	BGC33_08520	AZO1586R_1411	Gsub_0968	CRN91_00370	W908_01165	EYG05_07270	Tper_0308	H8D41_06055	12
446	SP60_05055	Rmag_0137	MS2017_1934	BSEPE_1315	BGC33_08515	AZO1586R_1410	Gsub_0969	CRN91_00365	W908_01170	EYG05_07275	Tper_0307	H8D41_06050	12
447	SP60_05060	Rmag_0138	MS2017_1933	BSEPE_1314	BGC33_08510	AZO1586R_1409	Gsub_0970	CRN91_00360	W908_01175	EYG05_07280	Tper_0306	H8D41_06045	12
448	SP60_05070	Rmag_0139	MS2017_1927	BSEPE_1310	BGC33_08000	AZO1586R_2256	Gsub_0879			EYG05_07290	Tper_0304	H8D41_06035	10
449	SP60_05075	Rmag_0140	MS2017_1926	BSEPE_1309		AZO1586R_2257	Gsub_0878	CRN91_00345	W908_01205	EYG05_07295	Tper_0303	H8D41_06030	11
450	SP60_05080	Rmag_0141	MS2017_1925	BSEPE_1308	BGC33_07990	AZO1586R_2258	Gsub_0877			EYG05_07300	Tper_0302	H8D41_06025	10
451	SP60_05085	Rmag_0142	MS2017_1924	BSEPE_1307	BGC33_07985	AZO1586R_2259	Gsub_0876			EYG05_07305	Tper_0301	H8D41_06020	10
452	SP60_05090	Rmag_0143	MS2017_1923	BSEPE_1306	BGC33_07980	AZO1586R_2260	Gsub_0875			EYG05_01350	Tper_0300	H8D41_06015	10
453	SP60_05110	Rmag_0144	MS2017_1883	BSEPE_0247	BGC33_14215	AZO1586R_2051				EYG05_07330	Tper_0295	H8D41_02115	9
454	SP60_05120	Rmag_0146	MS2017_1881	BSEPE_0250	BGC33_14225	AZO1586R_2053	Gsub_0872	CRN91_00325	W908_01225		Tper_0293	H8D41_02125	11
455	SP60_05125	Rmag_0147	MS2017_1878	BSEPE_0253	BGC33_14240	AZO1586R_283	Gsub_0724	CRN91_00320	W908_01230		Tper_0292	H8D41_02130	11
456	SP60_05150	Rmag_0151	MS2017_1873	BSEPE_0258	BGC33_14265	AZO1586R_904	Gsub_0728	CRN91_00295	W908_01250		Tper_0287	H8D41_02155	11
457	SP60_05175	Rmag_0152	MS2017_1872	BSEPE_0259	BGC33_14280	AZO1586R_382	Gsub_1401	CRN91_00230	W908_01315	EYG05_01910	Tper_0284	H8D41_01115	12
458	SP60_05185	Rmag_0153	MS2017_1871	BSEPE_0260	BGC33_14290	AZO1586R_1253	Gsub_1402	CRN91_00220	W908_01325	EYG05_01900	Tper_0283	H8D41_01125	12
459	SP60_05195	Rmag_0156	MS2017_1861	BSEPE_0262	BGC33_09525	AZO1586R_72	Gsub_0005			EYG05_01890	Tper_0281	H8D41_01135	10
460	SP60_05200	Rmag_0157	MS2017_1859	BSEPE_0264	BGC33_09535	AZO1586R_70	Gsub_0003			EYG05_01885	Tper_0280	H8D41_01140	10
461	SP60_05205	Rmag_0158	MS2017_1858	BSEPE_0265	BGC33_09540	AZO1586R_606	Gsub_1329	CRN91_00210	W908_01335	EYG05_01880	Tper_0279	H8D41_01145	12
462	SP60_05210	Rmag_0159	MS2017_1857	BSEPE_0266	BGC33_09545	AZO1586R_607	Gsub_1328	CRN91_00205	W908_01340	EYG05_01875	Tper_0278	H8D41_01150	12
463	SP60_05215	Rmag_0160	MS2017_1856	BSEPE_0267	BGC33_09550	AZO1586R_608	Gsub_1327	CRN91_00200	W908_01345	EYG05_01870	Tper_0277	H8D41_01155	12
464	SP60_05220	Rmag_0161	MS2017_1855	BSEPE_0268	BGC33_09555	AZO1586R_609	Gsub_1326	CRN91_00195	W908_01350		Tper_0276	H8D41_01160	11
465	SP60_05225	Rmag_0162	MS2017_1854	BSEPE_0269	BGC33_09560	AZO1586R_610	Gsub_1325	CRN91_00190	W908_01355		Tper_0275	H8D41_01165	11
466	SP60_05240	Rmag_0165	MS2017_1851	BSEPE_0272	BGC33_11045	AZO1586R_1867	Gsub_1321	CRN91_00175	W908_01370	EYG05_02330	Tper_1598	H8D41_01320	12
467	SP60_05245	Rmag_0166	MS2017_1850	BSEPE_0273	BGC33_11040	AZO1586R_1868	Gsub_1320	CRN91_00170	W908_01375	EYG05_02325	Tper_1597	H8D41_01325	12
468	SP60_05250	Rmag_0167	MS2017_1849	BSEPE_0274	BGC33_11035	AZO1586R_1869	Gsub_1319	CRN91_00165	W908_01380	EYG05_02320	Tper_1596	H8D41_01330	12
469	SP60_05255	Rmag_0168	MS2017_1848	BSEPE_0275	BGC33_11030	AZO1586R_1870	Gsub_1318	CRN91_00160	W908_01385	EYG05_02315	Tper_1595	H8D41_01335	12
470	SP60_05260	Rmag_0169	MS2017_1847	BSEPE_0276	BGC33_11025	AZO1586R_1871	Gsub_1317	CRN91_00155	W908_01390	EYG05_02310	Tper_1594	H8D41_01340	12
471	SP60_05265	Rmag_0170	MS2017_1846	BSEPE_0277	BGC33_11020	AZO1586R_1872	Gsub_1316	CRN91_00150	W908_01395	EYG05_02305	Tper_1593	H8D41_01345	12
472	SP60_05270	Rmag_0171	MS2017_1845	BSEPE_0278	BGC33_11015	AZO1586R_1873	Gsub_1315	CRN91_00145	W908_01400	EYG05_02300	Tper_1592	H8D41_01350	12
473	SP60_05275	Rmag_0172	MS2017_1844	BSEPE_0279	BGC33_11010	AZO1586R_1874	Gsub_1314	CRN91_00140	W908_01405	EYG05_02295	Tper_1591	H8D41_01355	12
474	SP60_05280	Rmag_0173	MS2017_1843	BSEPE_0280	BGC33_11005	AZO1586R_1875	Gsub_1313	CRN91_00135	W908_01410	EYG05_02290	Tper_1590	H8D41_01360	12
475	SP60_05285	Rmag_0174	MS2017_1842	BSEPE_0281	BGC33_11000	AZO1586R_1876	Gsub_1312	CRN91_00130	W908_01415	EYG05_02285	Tper_1589	H8D41_01365	12
476	SP60_05290	Rmag_0175	MS2017_1841	BSEPE_0282	BGC33_10995	AZO1586R_1877	Gsub_1311	CRN91_00125	W908_01420	EYG05_02280	Tper_1588	H8D41_01370	12
477	SP60_05295	Rmag_0176	MS2017_1840	BSEPE_0283	BGC33_10990	AZO1586R_1878	Gsub_1310	CRN91_00120	W908_01425	EYG05_02275	Tper_1587	H8D41_01375	12
478	SP60_05300	Rmag_0177	MS2017_1839	BSEPE_0284	BGC33_10985	AZO1586R_1879	Gsub_1309	CRN91_00115	W908_01430	EYG05_02270	Tper_1586	H8D41_01380	12
479	SP60_05305	Rmag_0178	MS2017_1838	BSEPE_0285	BGC33_10980	AZO1586R_1880	Gsub_1308	CRN91_00110	W908_01435	EYG05_02265	Tper_1585	H8D41_01385	12
480	SP60_05310	Rmag_0179	MS2017_1837	BSEPE_0286	BGC33_10975	AZO1586R_1881	Gsub_1307	CRN91_00105	W908_01440	EYG05_02260	Tper_1584	H8D41_01390	12
481	SP60_05315	Rmag_0180	MS2017_1836	BSEPE_0287	BGC33_10970	AZO1586R_1882	Gsub_1306	CRN91_00100	W908_01445	EYG05_02255	Tper_1583	H8D41_01395	12
482	SP60_05320	Rmag_0181	MS2017_1835	BSEPE_0288	BGC33_10965	AZO1586R_1883	Gsub_1305	CRN91_00095	W908_01450	EYG05_02250	Tper_1582	H8D41_01400	12
483	SP60_05325	Rmag_0182	MS2017_1834	BSEPE_0289	BGC33_10960	AZO1586R_1884	Gsub_1304	CRN91_00090	W908_01455	EYG05_02245	Tper_1581	H8D41_01405	12
484	SP60_05330	Rmag_0183	MS2017_1833	BSEPE_0290	BGC33_10955	AZO1586R_1885	Gsub_1303	CRN91_00085	W908_01460	EYG05_02240	Tper_1580	H8D41_01410	12
485	SP60_05335	Rmag_0184	MS2017_1832	BSEPE_0291	BGC33_10950	AZO1586R_1886	Gsub_1302	CRN91_00080	W908_01465		Tper_1579	H8D41_01415	11
486	SP60_05340	Rmag_0185	MS2017_1831	BSEPE_0292	BGC33_10945	AZO1586R_1887	Gsub_1301	CRN91_00075	W908_01470	EYG05_02235	Tper_1578	H8D41_01420	12
487	SP60_05345	Rmag_0186		BSEPE_0293		AZO1586R_1888	Gsub_1300	CRN91_00070		EYG05_02230	Tper_1577	H8D41_01425	9
488	SP60_05350	Rmag_0187	MS2017_1829	BSEPE_0294	BGC33_10940	AZO1586R_1889	Gsub_1299	CRN91_00065	W908_01475	EYG05_02225	Tper_1576	H8D41_01430	12
489	SP60_05355	Rmag_0188	MS2017_1828	BSEPE_0295	BGC33_10935	AZO1586R_1890	Gsub_1298	CRN91_00060	W908_01480	EYG05_02220	Tper_1575	H8D41_01435	12
490	SP60_05360	Rmag_0189	MS2017_1827	BSEPE_0296	BGC33_10930	AZO1586R_1891	Gsub_1297	CRN91_00055	W908_01485	EYG05_02215	Tper_1574	H8D41_01440	12
491	SP60_05365	Rmag_0190	MS2017_1826	BSEPE_0297	BGC33_10925	AZO1586R_1892	Gsub_1296	CRN91_00050	W908_01490	EYG05_02210	Tper_1573	H8D41_01445	12
492	SP60_05370	Rmag_0191	MS2017_1825	BSEPE_0298	BGC33_10920	AZO1586R_1893	Gsub_1295	CRN91_00045	W908_01495	EYG05_02205	Tper_1572	H8D41_01450	12
493	SP60_05375	Rmag_0192	MS2017_1824	BSEPE_0299	BGC33_10915	AZO1586R_1894	Gsub_1294	CRN91_00040	W908_01500	EYG05_02200	Tper_1571	H8D41_01455	12
494	SP60_05405	Rmag_0196					Gsub_1291	CRN91_08590	W908_01570	EYG05_03840		H8D41_01495	7
495	SP60_05410	Rmag_0197	MS2017_1818	BSEPE_0315	BGC33_11365	AZO1586R_1899	Gsub_1290	CRN91_08585	W908_01575	EYG05_03845	Tper_1562	H8D41_01500	12
496	SP60_05415	Rmag_0199								EYG05_03850	Tper_1561	H8D41_01505	5
497	SP60_05420	Rmag_0200	MS2017_1811	BSEPE_0318	BGC33_11330	AZO1586R_1901	Gsub_1288			EYG05_04920	Tper_1560	H8D41_01510	10
498	SP60_05425	Rmag_0201	MS2017_1810	BSEPE_0319	BGC33_11325	AZO1586R_1902	Gsub_1287			EYG05_04925	Tper_1559	H8D41_01515	10
499	SP60_05435	Rmag_0204	MS2017_1808	BSEPE_0322	BGC33_11315	AZO1586R_1904	Gsub_1285	CRN91_08425	W908_01655	EYG05_04935	Tper_0547	H8D41_01525	12
500	SP60_05440	Rmag_0205	MS2017_1807	BSEPE_0323	BGC33_11310	AZO1586R_1905	Gsub_1284	CRN91_08420	W908_01660	EYG05_04940	Tper_0548	H8D41_01530	12
501	SP60_05445	Rmag_0206	MS2017_1806	BSEPE_0324	BGC33_11305	AZO1586R_1906	Gsub_1283	CRN91_08415	W908_01665	EYG05_04945	Tper_0549	H8D41_01535	12
502	SP60_05450	Rmag_0207	MS2017_1805	BSEPE_0325	BGC33_11300	AZO1586R_1907	Gsub_1282	CRN91_08410	W908_01670	EYG05_03415	Tper_0550	H8D41_01540	12
503	SP60_05455	Rmag_0208	MS2017_1804	BSEPE_0326	BGC33_11295	AZO1586R_1908	Gsub_1281	CRN91_08405	W908_01675	EYG05_03410	Tper_0551	H8D41_01545	12
504	SP60_05460	Rmag_0209	MS2017_1802	BSEPE_0327	BGC33_05945	AZO1586R_1364		CRN91_08400	W908_01680	EYG05_02650	Tper_0552	H8D41_00190	11
505	SP60_05465	Rmag_0210	MS2017_1801	BSEPE_0328	BGC33_05950	AZO1586R_1365	Gsub_0457	CRN91_08395	W908_01685	EYG05_02645	Tper_0553	H8D41_00185	12
506	SP60_05470	Rmag_0211	MS2017_1800	BSEPE_0329	BGC33_05955	AZO1586R_1366	Gsub_0456	CRN91_08390	W908_01690	EYG05_02640	Tper_0554	H8D41_00180	12
507	SP60_05485	Rmag_0213	MS2017_1798	BSEPE_0332	BGC33_04285	AZO1586R_1369	Gsub_0454			EYG05_02625	Tper_0557	H8D41_00265	10
508	SP60_05490	Rmag_0214	MS2017_1797	BSEPE_0333	BGC33_06560	AZO1586R_1370	Gsub_0453			EYG05_02620	Tper_0558		9
509	SP60_05495	Rmag_0215	MS2017_1796	BSEPE_0334	BGC33_06555	AZO1586R_1371	Gsub_0452			EYG05_02615	Tper_0559		9
510	SP60_05500	Rmag_0216	MS2017_1795	BSEPE_0335	BGC33_06550	AZO1586R_1372	Gsub_0451			EYG05_02610	Tper_0560		9
511	SP60_05505	Rmag_0217	MS2017_1794	BSEPE_0336	BGC33_06545	AZO1586R_1373	Gsub_0450			EYG05_02605	Tper_0561		9
512	SP60_05520	Rmag_0220	MS2017_1792	BSEPE_0339	BGC33_06535	AZO1586R_1258	Gsub_0448	CRN91_08375	W908_01710	EYG05_02595	Tper_0563	H8D41_00255	12
513	SP60_05525	Rmag_0221	MS2017_1791	BSEPE_0340	BGC33_09090	AZO1586R_1259	Gsub_1234	CRN91_08370	W908_01715	EYG05_02590	Tper_0564	H8D41_00250	12
514	SP60_05530	Rmag_0222	MS2017_1790	BSEPE_0341	BGC33_09095	AZO1586R_1260	Gsub_1235	CRN91_08365	W908_01720	EYG05_02585	Tper_0565	H8D41_00245	12
515	SP60_05540	Rmag_0223	MS2017_1789	BSEPE_0342	BGC33_09100	AZO1586R_558	Gsub_0167	CRN91_08355	W908_01730	EYG05_02575	Tper_0567	H8D41_00235	12
516	SP60_05545	Rmag_0224	MS2017_1785	BSEPE_0344	BGC33_09110	AZO1586R_557	Gsub_0166		W908_01735	EYG05_02570	Tper_0568	H8D41_00230	11
517	SP60_05550	Rmag_0225	MS2017_1784	BSEPE_0345	BGC33_09115	AZO1586R_556	Gsub_0165	CRN91_08350	W908_01740	EYG05_02565	Tper_0569	H8D41_00225	12
518	SP60_05560	Rmag_0227	MS2017_1782	BSEPE_0347	BGC33_09125	AZO1586R_289	Gsub_0163	CRN91_08335	W908_01760	EYG05_02555	Tper_0571	H8D41_00215	12
519	SP60_05565	Rmag_0228	MS2017_1781	BSEPE_0348	BGC33_09130	AZO1586R_290	Gsub_0162	CRN91_08330	W908_01765	EYG05_02550	Tper_0572	H8D41_00210	12
520	SP60_05585	Rmag_0233	MS2017_0346	BSEPE_0356	BGC33_07495	AZO1586R_300	Gsub_0158	CRN91_08310	W908_01780			H8D41_06110	10
521	SP60_05590	Rmag_0234	MS2017_0347	BSEPE_0357	BGC33_07490	AZO1586R_301	Gsub_0157	CRN91_08305	W908_01785	EYG05_02845	Tper_0806	H8D41_06115	12
522	SP60_05605	Rmag_0235	MS2017_0351	BSEPE_0359	BGC33_09800	AZO1586R_417	Gsub_0154	CRN91_08290	W908_01800	EYG05_02860	Tper_0019	H8D41_05245	12
523	SP60_05610	Rmag_0236	MS2017_0352	BSEPE_0360	BGC33_09805	AZO1586R_416	Gsub_0153	CRN91_08285	W908_01805	EYG05_02865	Tper_0018	H8D41_05240	12
524	SP60_05615	Rmag_0237	MS2017_0356	BSEPE_0361	BGC33_09820	AZO1586R_2046	Gsub_0152	CRN91_08280	W908_01810	EYG05_02870	Tper_0017	H8D41_05235	12
525	SP60_05620	Rmag_0238	MS2017_0357	BSEPE_0362	BGC33_09825	AZO1586R_2045	Gsub_0151	CRN91_08275	W908_01815	EYG05_02875	Tper_0016	H8D41_05225	12
526	SP60_05625	Rmag_0239	MS2017_0358	BSEPE_0363	BGC33_09830	AZO1586R_2044	Gsub_0150	CRN91_08270	W908_01820	EYG05_02880	Tper_0015	H8D41_05220	12
527	SP60_05630	Rmag_0240	MS2017_0359	BSEPE_0364	BGC33_09835	AZO1586R_2043	Gsub_0149	CRN91_08265		EYG05_02885	Tper_0014	H8D41_05215	11
528	SP60_05635	Rmag_0241	MS2017_0361	BSEPE_0365	BGC33_09840	AZO1586R_2042	Gsub_0143	CRN91_08260	W908_01830	EYG05_02890	Tper_0013	H8D41_05210	12
529	SP60_05640	Rmag_0242	MS2017_0362	BSEPE_0366	BGC33_09845	AZO1586R_2041	Gsub_0142	CRN91_08255	W908_01835	EYG05_02895	Tper_0012	H8D41_05205	12
530	SP60_05645	Rmag_0243	MS2017_0363	BSEPE_0369	BGC33_09850	AZO1586R_2040	Gsub_0141	CRN91_08250	W908_01840	EYG05_02900	Tper_0011	H8D41_05200	12
531	SP60_05650	Rmag_0244	MS2017_0364	BSEPE_0370	BGC33_09855	AZO1586R_2039	Gsub_0140	CRN91_08245	W908_01845	EYG05_02905	Tper_0010	H8D41_05195	12
532	SP60_05655	Rmag_0245	MS2017_0365	BSEPE_0371	BGC33_09860	AZO1586R_2038	Gsub_0139	CRN91_08240	W908_01850	EYG05_02910	Tper_0009	H8D41_05190	12
533	SP60_05660	Rmag_0246	MS2017_0367	BSEPE_0372	BGC33_04005	AZO1586R_2037	Gsub_0138	CRN91_08235	W908_01855	EYG05_02915	Tper_0008	H8D41_05185	12
534	SP60_05665	Rmag_0247	MS2017_0368	BSEPE_0373	BGC33_04000	AZO1586R_2036	Gsub_0137	CRN91_08230	W908_01860	EYG05_02920	Tper_0007	H8D41_05180	12
535	SP60_05670	Rmag_0248	MS2017_0371	BSEPE_0374	BGC33_08615	AZO1586R_2035	Gsub_0136	CRN91_08225	W908_01865	EYG05_02925	Tper_0006	H8D41_05175	12
536	SP60_05675	Rmag_0249	MS2017_0372	BSEPE_0375	BGC33_08610	AZO1586R_2034	Gsub_0135	CRN91_08220	W908_01870	EYG05_02930	Tper_0005	H8D41_05170	12
537	SP60_05680	Rmag_0250	MS2017_0373	BSEPE_0376	BGC33_08600	AZO1586R_2033	Gsub_0134	CRN91_08215	W908_01875	EYG05_03510	Tper_0004	H8D41_05165	12
538	SP60_05695	Rmag_0257		BSEPE_0377	BGC33_14055	AZO1586R_2342	Gsub_0714	CRN91_08110	W908_01985	EYG05_03495		H8D41_05160	10
539	SP60_05700	Rmag_0258	MS2017_0384	BSEPE_0378	BGC33_14060	AZO1586R_2343	Gsub_0713	CRN91_08105	W908_01990	EYG05_03490	Tper_1246	H8D41_05155	12
540	SP60_05705	Rmag_0259	MS2017_0386	BSEPE_0380	BGC33_14065	AZO1586R_2344	Gsub_0712			EYG05_03485	Tper_1245	H8D41_05150	10
541	SP60_05710	Rmag_0260	MS2017_0387	BSEPE_0381	BGC33_14070	AZO1586R_2345	Gsub_0711			EYG05_03480	Tper_1244	H8D41_05145	10
542	SP60_05715	Rmag_0261	MS2017_0388	BSEPE_0382	BGC33_14075	AZO1586R_2346	Gsub_0710	CRN91_08085	W908_02010	EYG05_03475	Tper_1243	H8D41_05140	12
543	SP60_05720	Rmag_0262	MS2017_0389	BSEPE_0383	BGC33_14080	AZO1586R_2347	Gsub_0709	CRN91_08080	W908_02015	EYG05_03470	Tper_1242	H8D41_05135	12
544	SP60_05725	Rmag_0263	MS2017_0390	BSEPE_0384	BGC33_14085	AZO1586R_2348	Gsub_0708	CRN91_08075	W908_02020	EYG05_03465	Tper_1241	H8D41_05130	12
545	SP60_05730	Rmag_0264								EYG05_00410	Tper_1240	H8D41_05125	5
546	SP60_05735	Rmag_0265	MS2017_0392	BSEPE_0386	BGC33_14095	AZO1586R_2225	Gsub_0706			EYG05_00405	Tper_1239	H8D41_05120	10
547	SP60_05740	Rmag_0266	MS2017_0393	BSEPE_0387			Gsub_0705	CRN91_08060	W908_02035	EYG05_00400	Tper_1238	H8D41_05115	10
548	SP60_05745	Rmag_0267	MS2017_0394	BSEPE_0388	BGC33_14105	AZO1586R_2223	Gsub_0704		W908_02040	EYG05_00395			9
549	SP60_05750	Rmag_0268	MS2017_0395	BSEPE_0389	BGC33_14110	AZO1586R_2222		CRN91_08050	W908_02045	EYG05_05860	Tper_1236	H8D41_05105	11
550	SP60_05755	Rmag_0269	MS2017_0397	BSEPE_0390	BGC33_14140	AZO1586R_1160	Gsub_0870			EYG05_05865	Tper_1235	H8D41_05100	10
551	SP60_05760	Rmag_0270	MS2017_0398	BSEPE_0391	BGC33_14145	AZO1586R_1161	Gsub_0869			EYG05_05870	Tper_1234	H8D41_05095	10
552	SP60_05780	Rmag_0272	MS2017_0401	BSEPE_0394	BGC33_14165	AZO1586R_1164	Gsub_0351			EYG05_02690	Tper_0270	H8D41_05265	10
553	SP60_05785	Rmag_0273	MS2017_0402	BSEPE_0395	BGC33_14170	AZO1586R_1165	Gsub_0352		W908_02080	EYG05_02685	Tper_0269	H8D41_05270	11
554	SP60_05790	Rmag_0274	MS2017_0403	BSEPE_0397	BGC33_14175	AZO1586R_1166	Gsub_0353		W908_02085	EYG05_02680	Tper_0268	H8D41_05275	11
555	SP60_05795	Rmag_0275	MS2017_0404	BSEPE_0398	BGC33_14180	AZO1586R_1167	Gsub_0356	CRN91_08010	W908_02090	EYG05_02675	Tper_0267	H8D41_05280	12
556	SP60_05800	Rmag_0276	MS2017_0405	BSEPE_0399	BGC33_14185	AZO1586R_161	Gsub_0357			EYG05_02670	Tper_0266	H8D41_05285	10
557	SP60_05805	Rmag_0277	MS2017_0406	BSEPE_0400	BGC33_14190	AZO1586R_160	Gsub_0358			EYG05_02665	Tper_0265	H8D41_05290	10
558	SP60_05810	Rmag_0278	MS2017_0421	BSEPE_0401	BGC33_09330	AZO1586R_365	Gsub_0359	CRN91_08005	W908_02095	EYG05_02660	Tper_0264	H8D41_05295	12
559	SP60_05815	Rmag_0279	MS2017_0422	BSEPE_0402	BGC33_09325	AZO1586R_364	Gsub_0360	CRN91_08000	W908_02100	EYG05_02655	Tper_0263	H8D41_05300	12
560	SP60_05820	Rmag_0280	MS2017_0424	BSEPE_0403	BGC33_09320	AZO1586R_363	Gsub_0361	CRN91_07995	W908_02105		Tper_0262	H8D41_05305	11
561	SP60_05845	Rmag_0284	MS2017_0427	BSEPE_0406	BGC33_09305	AZO1586R_2424	Gsub_1399	CRN91_07990	W908_02120	EYG05_05925	Tper_0257	H8D41_05330	12
562	SP60_05850	Rmag_0285	MS2017_0428	BSEPE_0407	BGC33_09300	AZO1586R_2518	Gsub_1398			EYG05_05930	Tper_0256	H8D41_05335	10
563	SP60_05855	Rmag_0286	MS2017_0429	BSEPE_0408	BGC33_09295	AZO1586R_2517	Gsub_1397			EYG05_05935	Tper_0255	H8D41_05340	10
564	SP60_05860	Rmag_0287	MS2017_0430	BSEPE_0409	BGC33_09290	AZO1586R_2516	Gsub_1396			EYG05_05940	Tper_0254	H8D41_05345	10
565	SP60_05865	Rmag_0288	MS2017_0431	BSEPE_0410	BGC33_09285	AZO1586R_2515	Gsub_1394			EYG05_05945	Tper_0253	H8D41_05350	10
566	SP60_05870	Rmag_0289	MS2017_0432	BSEPE_0411	BGC33_09280	AZO1586R_2514	Gsub_1393	CRN91_07980	W908_02130	EYG05_05950	Tper_0252	H8D41_05355	12
567	SP60_05880	Rmag_0290	MS2017_0433	BSEPE_0413	BGC33_09275	AZO1586R_2512	Gsub_0658			EYG05_05960	Tper_0250	H8D41_05365	10
568	SP60_05890	Rmag_0293	MS2017_0436	BSEPE_0419	BGC33_10070	AZO1586R_2373	Gsub_0075	CRN91_07970	W908_02140	EYG05_06330	Tper_0248	H8D41_05375	12
569	SP60_05895	Rmag_0294	MS2017_0438	BSEPE_0420	BGC33_10065	AZO1586R_1083	Gsub_0076	CRN91_07965	W908_02145	EYG05_06335	Tper_0247	H8D41_05380	12
570	SP60_05900	Rmag_0295	MS2017_0439	BSEPE_0421	BGC33_10060	AZO1586R_1084	Gsub_0077	CRN91_07960	W908_02150	EYG05_06340	Tper_0246	H8D41_05385	12
571	SP60_05905	Rmag_0296	MS2017_0440	BSEPE_0424	BGC33_10055	AZO1586R_375	Gsub_0078			EYG05_06345	Tper_0245	H8D41_05390	10
572	SP60_05910	Rmag_0297								EYG05_06350		H8D41_05395	4
573	SP60_05915	Rmag_0298	MS2017_0442	BSEPE_0426	BGC33_10045	AZO1586R_377	Gsub_0085			EYG05_06355	Tper_0243	H8D41_05400	10
574	SP60_06000	Rmag_0817	MS2017_0449	BSEPE_0432	BGC33_10330	AZO1586R_926	Gsub_0764	CRN91_07875	W908_02235	EYG05_00045	Tper_1251	H8D41_03395	12
575	SP60_06005	Rmag_0816	MS2017_0450	BSEPE_0433	BGC33_10335	AZO1586R_925	Gsub_0763	CRN91_07870	W908_02240	EYG05_00050	Tper_1252	H8D41_03390	12
