	CDC	GC	GC1	GC2	GC3	Genome	P(CDC)	gene_id	locus_tag
1434	0.15077	0.409938	0.484472	0.378882	0.36646	Bathy	0.1402	Rmag_1019	MS2017_2184
1435	0.154331	0.403226	0.524194	0.399194	0.28629	Bathy	0.0	Rmag_1076	MS2017_2186
1436	0.125707	0.299225	0.4	0.283721	0.213953	R.magnifica	0.0	Rmag_0001	Rmag_0001
1437	0.107997	0.257947	0.362398	0.237057	0.174387	R.magnifica	0.0	Rmag_0002	Rmag_0002
1438	0.096007	0.300499	0.432668	0.317955	0.150873	R.magnifica	0.0	Rmag_0003	Rmag_0003
1439	0.090612	0.331073	0.444068	0.325424	0.223729	R.magnifica	0.0122	Rmag_0004	Rmag_0004
1440	0.107543	0.348448	0.446078	0.329657	0.269608	R.magnifica	0.0	Rmag_0005	Rmag_0005
1441	0.112976	0.350427	0.442308	0.38141	0.227564	R.magnifica	0.0	Rmag_0006	Rmag_0006
1442	0.171948	0.352113	0.446009	0.333333	0.276995	R.magnifica	0.0	Rmag_0007	Rmag_0007
1443	0.151581	0.339713	0.444976	0.330144	0.244019	R.magnifica	0.0016	Rmag_0008	Rmag_0008
1444	0.109852	0.312427	0.404181	0.278746	0.254355	R.magnifica	0.0014	Rmag_0009	Rmag_0009
1445	0.139455	0.361998	0.422604	0.353808	0.309582	R.magnifica	0.0	Rmag_0010	Rmag_0010
1446	0.152815	0.390572	0.474747	0.449495	0.247475	R.magnifica	0.0054	Rmag_0011	Rmag_0011
1447	0.223008	0.343234	0.445545	0.29703	0.287129	R.magnifica	0.0284	Rmag_0012	Rmag_0012
1448	0.105278	0.363976	0.517937	0.313901	0.26009	R.magnifica	0.0	Rmag_0013	Rmag_0013
1449	0.121376	0.375	0.473837	0.366279	0.284884	R.magnifica	0.0002	Rmag_0015	Rmag_0015
1450	0.153977	0.332222	0.443333	0.303333	0.25	R.magnifica	0.0	Rmag_0016	Rmag_0016
1451	0.119411	0.354226	0.487179	0.321937	0.253561	R.magnifica	0.0	Rmag_0018	Rmag_0018
1452	0.132194	0.366906	0.464029	0.31295	0.323741	R.magnifica	0.0004	Rmag_0019	Rmag_0019
1453	0.113842	0.338521	0.396887	0.338521	0.280156	R.magnifica	0.0096	Rmag_0022	Rmag_0022
1454	0.164409	0.364155	0.486301	0.318493	0.287671	R.magnifica	0.0	Rmag_0023	Rmag_0023
1455	0.111386	0.389034	0.469974	0.368146	0.328982	R.magnifica	0.0	Rmag_0025	Rmag_0025
1456	0.147626	0.349624	0.421053	0.327068	0.300752	R.magnifica	0.0	Rmag_0026	Rmag_0026
1457	0.111601	0.358871	0.471774	0.346774	0.258065	R.magnifica	0.0186	Rmag_0027	Rmag_0027
1458	0.161317	0.411765	0.560784	0.384314	0.290196	R.magnifica	0.0	Rmag_0028	Rmag_0028
1459	0.0937708	0.375717	0.460927	0.378808	0.287417	R.magnifica	0.0	Rmag_0043	Rmag_0043
1460	0.14401	0.397028	0.509554	0.407643	0.273885	R.magnifica	0.0	Rmag_0044	Rmag_0044
1461	0.176932	0.377083	0.54375	0.309375	0.278125	R.magnifica	0.0	Rmag_0045	Rmag_0045
1462	0.134341	0.359155	0.429577	0.288732	0.359155	R.magnifica	0.4404	Rmag_0046	Rmag_0046
1463	0.232694	0.407692	0.453846	0.415385	0.353846	R.magnifica	0.001	Rmag_0050	Rmag_0050
1464	0.126749	0.354167	0.459375	0.328125	0.275	R.magnifica	0.0	Rmag_0051	Rmag_0051
1465	0.181727	0.38961	0.512987	0.292208	0.363636	R.magnifica	0.0048	Rmag_0052	Rmag_0052
1466	0.15825	0.413442	0.588595	0.338086	0.313646	R.magnifica	0.0	Rmag_0053	Rmag_0053
1467	0.115773	0.394274	0.543558	0.361963	0.277301	R.magnifica	0.0	Rmag_0054	Rmag_0054
1468	0.183151	0.372024	0.446429	0.4375	0.232143	R.magnifica	0.1698	Rmag_0055	Rmag_0055
1469	0.108333	0.35582	0.484127	0.345238	0.238095	R.magnifica	0.016	Rmag_0058	Rmag_0058
1470	0.162224	0.310116	0.447761	0.273632	0.208955	R.magnifica	0.0002	Rmag_0061	Rmag_0061
1471	0.156421	0.412506	0.540091	0.432678	0.26475	R.magnifica	0.0	Rmag_0062	Rmag_0062
1472	0.147595	0.384693	0.501511	0.404834	0.247734	R.magnifica	0.0	Rmag_0063	Rmag_0063
1473	0.156066	0.396419	0.531969	0.388747	0.268542	R.magnifica	0.0	Rmag_0065	Rmag_0065
1474	0.127229	0.36875	0.489583	0.366667	0.25	R.magnifica	0.0	Rmag_0066	Rmag_0066
1475	0.185762	0.394712	0.529745	0.399433	0.254958	R.magnifica	0.0	Rmag_0067	Rmag_0067
1476	0.0962844	0.387821	0.50641	0.387821	0.269231	R.magnifica	0.0	Rmag_0068	Rmag_0068
1477	0.118438	0.29198	0.390977	0.244361	0.240602	R.magnifica	0.0004	Rmag_0070	Rmag_0070
1478	0.115855	0.364583	0.488281	0.351562	0.253906	R.magnifica	0.008	Rmag_0071	Rmag_0071
1479	0.130812	0.345435	0.458746	0.316832	0.260726	R.magnifica	0.0	Rmag_0072	Rmag_0072
1480	0.139333	0.339438	0.410256	0.326007	0.282051	R.magnifica	0.0002	Rmag_0073	Rmag_0073
1481	0.135926	0.403444	0.542435	0.405904	0.261993	R.magnifica	0.0002	Rmag_0074	Rmag_0074
1482	0.129729	0.336195	0.467811	0.27897	0.261803	R.magnifica	0.003	Rmag_0077	Rmag_0077
1483	0.102448	0.353569	0.48234	0.299117	0.279249	R.magnifica	0.0	Rmag_0078	Rmag_0078
1484	0.0982411	0.354497	0.474427	0.292769	0.296296	R.magnifica	0.0	Rmag_0079	Rmag_0079
1485	0.118999	0.331751	0.446344	0.280152	0.268756	R.magnifica	0.0	Rmag_0080	Rmag_0080
1486	0.156638	0.331606	0.471503	0.290155	0.233161	R.magnifica	0.0002	Rmag_0082	Rmag_0082
1487	0.0971195	0.295833	0.378125	0.265625	0.24375	R.magnifica	0.0004	Rmag_0083	Rmag_0083
1488	0.117542	0.389718	0.50995	0.383085	0.276119	R.magnifica	0.0	Rmag_0085	Rmag_0085
1489	0.144072	0.374856	0.439446	0.380623	0.304498	R.magnifica	0.0	Rmag_0086	Rmag_0086
1490	0.208762	0.404612	0.496855	0.408805	0.308176	R.magnifica	0.0008	Rmag_0087	Rmag_0087
1491	0.15933	0.411483	0.54067	0.408293	0.285486	R.magnifica	0.0	Rmag_0088	Rmag_0088
1492	0.144634	0.350575	0.474138	0.327586	0.25	R.magnifica	0.445	Rmag_0089	Rmag_0089
1493	0.104439	0.343254	0.553571	0.22619	0.25	R.magnifica	0.153	Rmag_0090	Rmag_0090
1494	0.170099	0.310924	0.403361	0.285714	0.243697	R.magnifica	0.054	Rmag_0091	Rmag_0091
1495	0.151673	0.382448	0.495169	0.384058	0.268116	R.magnifica	0.0	Rmag_0094	Rmag_0094
1496	0.0771631	0.354978	0.458874	0.333333	0.272727	R.magnifica	0.0008	Rmag_0097	Rmag_0097
1497	0.155962	0.400335	0.577889	0.356784	0.266332	R.magnifica	0.0022	Rmag_0098	Rmag_0098
1498	0.159864	0.407303	0.553371	0.367978	0.300562	R.magnifica	0.0	Rmag_0099	Rmag_0099
1499	0.1764	0.346225	0.430939	0.348066	0.259669	R.magnifica	0.0002	Rmag_0101	Rmag_0101
1500	0.088731	0.343775	0.498795	0.327711	0.204819	R.magnifica	0.0002	Rmag_0103	Rmag_0103
1501	0.1763	0.313333	0.44	0.23	0.27	R.magnifica	0.1062	Rmag_0104	Rmag_0104
1502	0.133876	0.344	0.442667	0.317333	0.272	R.magnifica	0.0	Rmag_0105	Rmag_0105
1503	0.0973758	0.33693	0.42446	0.345324	0.241007	R.magnifica	0.0144	Rmag_0106	Rmag_0106
1504	0.152365	0.361111	0.448413	0.373016	0.261905	R.magnifica	0.0002	Rmag_0107	Rmag_0107
1505	0.172704	0.378333	0.508333	0.328333	0.298333	R.magnifica	0.0	Rmag_0108	Rmag_0108
1506	0.0884592	0.397476	0.526814	0.400631	0.264984	R.magnifica	0.0208	Rmag_0109	Rmag_0109
1507	0.115872	0.37037	0.466667	0.311111	0.333333	R.magnifica	0.441	Rmag_0111	Rmag_0111
1508	0.102365	0.365782	0.498525	0.351032	0.247788	R.magnifica	0.0002	Rmag_0112	Rmag_0112
1509	0.0853749	0.34736	0.477723	0.294554	0.269802	R.magnifica	0.0008	Rmag_0113	Rmag_0113
1510	0.124823	0.367133	0.482517	0.353147	0.265734	R.magnifica	0.0	Rmag_0116	Rmag_0116
1511	0.168989	0.357357	0.45045	0.328829	0.292793	R.magnifica	0.0	Rmag_0117	Rmag_0117
1512	0.0912205	0.364887	0.475728	0.349515	0.269417	R.magnifica	0.0006	Rmag_0118	Rmag_0118
1513	0.125328	0.366463	0.464832	0.334862	0.299694	R.magnifica	0.0	Rmag_0120	Rmag_0120
1514	0.154367	0.310345	0.455172	0.2	0.275862	R.magnifica	0.0202	Rmag_0121	Rmag_0121
1515	0.103867	0.305983	0.376923	0.284615	0.25641	R.magnifica	0.0	Rmag_0122	Rmag_0122
1516	0.164153	0.378692	0.518987	0.332278	0.28481	R.magnifica	0.0	Rmag_0123	Rmag_0123
1517	0.258938	0.372807	0.473684	0.394737	0.25	R.magnifica	0.0302	Rmag_0126	Rmag_0126
1518	0.101105	0.341014	0.460829	0.336406	0.225806	R.magnifica	0.0	Rmag_0127	Rmag_0127
1519	0.184749	0.358714	0.451777	0.299492	0.324873	R.magnifica	0.0	Rmag_0132	Rmag_0132
1520	0.0973718	0.375497	0.479714	0.381862	0.264916	R.magnifica	0.0	Rmag_0133	Rmag_0133
1521	0.118041	0.320551	0.424779	0.292035	0.244838	R.magnifica	0.0	Rmag_0134	Rmag_0134
1522	0.162043	0.326667	0.386667	0.313333	0.28	R.magnifica	0.0406	Rmag_0135	Rmag_0135
1523	0.144031	0.396354	0.53125	0.3625	0.295312	R.magnifica	0.0	Rmag_0136	Rmag_0136
1524	0.119919	0.373434	0.488722	0.360902	0.270677	R.magnifica	0.0016	Rmag_0137	Rmag_0137
1525	0.133891	0.368859	0.503401	0.362812	0.240363	R.magnifica	0.0	Rmag_0138	Rmag_0138
1526	0.197311	0.373473	0.429319	0.350785	0.340314	R.magnifica	0.0	Rmag_0139	Rmag_0139
1527	0.182033	0.404097	0.530726	0.368715	0.312849	R.magnifica	0.0028	Rmag_0140	Rmag_0140
1528	0.119459	0.360832	0.49497	0.350101	0.237425	R.magnifica	0.0	Rmag_0141	Rmag_0141
1529	0.169285	0.365132	0.440789	0.358553	0.296053	R.magnifica	0.0	Rmag_0142	Rmag_0142
1530	0.103853	0.338284	0.450495	0.321782	0.242574	R.magnifica	0.2438	Rmag_0143	Rmag_0143
1531	0.131939	0.342448	0.429688	0.324219	0.273438	R.magnifica	0.0	Rmag_0144	Rmag_0144
1532	0.163614	0.416378	0.522491	0.425606	0.301038	R.magnifica	0.0	Rmag_0145	Rmag_0145
1533	0.132227	0.355786	0.476684	0.323834	0.266839	R.magnifica	0.0	Rmag_0146	Rmag_0146
1534	0.144159	0.349376	0.491979	0.320856	0.235294	R.magnifica	0.0018	Rmag_0147	Rmag_0147
1535	0.127383	0.398677	0.545906	0.364764	0.28536	R.magnifica	0.0	Rmag_0151	Rmag_0151
1536	0.0946306	0.340206	0.396907	0.371134	0.252577	R.magnifica	0.5202	Rmag_0152	Rmag_0152
1537	0.108353	0.364508	0.465228	0.326139	0.302158	R.magnifica	0.0	Rmag_0153	Rmag_0153
1538	0.137682	0.383678	0.500795	0.370429	0.279809	R.magnifica	0.0	Rmag_0156	Rmag_0156
1539	0.173121	0.388379	0.458716	0.382263	0.324159	R.magnifica	0.0	Rmag_0158	Rmag_0158
1540	0.251959	0.419355	0.516129	0.467742	0.274194	R.magnifica	0.0	Rmag_0160	Rmag_0160
1541	0.192284	0.377919	0.528662	0.382166	0.22293	R.magnifica	0.0006	Rmag_0161	Rmag_0161
1542	0.130901	0.391905	0.554286	0.368571	0.252857	R.magnifica	0.0	Rmag_0162	Rmag_0162
1543	0.1964	0.372168	0.485437	0.368932	0.262136	R.magnifica	0.0924	Rmag_0164	Rmag_0164
1544	0.123507	0.359944	0.495798	0.37395	0.210084	R.magnifica	0.0016	Rmag_0165	Rmag_0165
1545	0.14247	0.366013	0.470588	0.411765	0.215686	R.magnifica	0.002	Rmag_0166	Rmag_0166
1546	0.199823	0.329861	0.395833	0.333333	0.260417	R.magnifica	0.052	Rmag_0167	Rmag_0167
1547	0.179387	0.413043	0.536232	0.485507	0.217391	R.magnifica	0.0	Rmag_0168	Rmag_0168
1548	0.166566	0.35206	0.483146	0.370787	0.202247	R.magnifica	0.5896	Rmag_0169	Rmag_0169
1549	0.154074	0.333333	0.4	0.354545	0.245455	R.magnifica	0.2336	Rmag_0170	Rmag_0170
1550	0.182399	0.353448	0.487069	0.362069	0.211207	R.magnifica	0.0	Rmag_0171	Rmag_0171
1551	0.215137	0.394608	0.485294	0.426471	0.272059	R.magnifica	0.0008	Rmag_0172	Rmag_0172
1552	0.240734	0.311828	0.419355	0.258065	0.258065	R.magnifica	0.2082	Rmag_0173	Rmag_0173
1553	0.23813	0.344697	0.5	0.306818	0.227273	R.magnifica	0.0146	Rmag_0174	Rmag_0174
1554	0.181117	0.396175	0.565574	0.401639	0.221311	R.magnifica	0.0306	Rmag_0175	Rmag_0175
1555	0.149562	0.326861	0.436893	0.320388	0.223301	R.magnifica	0.1906	Rmag_0176	Rmag_0176
1556	0.17971	0.33892	0.441341	0.346369	0.22905	R.magnifica	0.0	Rmag_0177	Rmag_0177
1557	0.278529	0.392739	0.49505	0.435644	0.247525	R.magnifica	0.0	Rmag_0178	Rmag_0178
1558	0.214947	0.35369	0.412214	0.366412	0.282443	R.magnifica	0.0014	Rmag_0179	Rmag_0179
1559	0.146803	0.377532	0.475138	0.38674	0.270718	R.magnifica	0.0144	Rmag_0180	Rmag_0180
1560	0.237212	0.391304	0.495652	0.469565	0.208696	R.magnifica	0.0002	Rmag_0181	Rmag_0181
1561	0.181359	0.418605	0.55814	0.418605	0.27907	R.magnifica	0.0	Rmag_0182	Rmag_0182
1562	0.153898	0.31761	0.45283	0.301887	0.198113	R.magnifica	0.1094	Rmag_0183	Rmag_0183
1563	0.232845	0.387755	0.469388	0.428571	0.265306	R.magnifica	0.0002	Rmag_0184	Rmag_0184
1564	0.194249	0.366512	0.414352	0.398148	0.287037	R.magnifica	0.0	Rmag_0185	Rmag_0185
1565	0.219393	0.378917	0.529915	0.418803	0.188034	R.magnifica	0.0012	Rmag_0187	Rmag_0187
1566	0.23566	0.409449	0.480315	0.527559	0.220472	R.magnifica	0.0002	Rmag_0188	Rmag_0188
1567	0.174168	0.36859	0.5	0.370192	0.235577	R.magnifica	0.0	Rmag_0189	Rmag_0189
1568	0.131612	0.367076	0.518405	0.361963	0.220859	R.magnifica	0.0	Rmag_0190	Rmag_0190
1569	0.197493	0.34596	0.439394	0.401515	0.19697	R.magnifica	0.0046	Rmag_0191	Rmag_0191
1570	0.276397	0.380282	0.478873	0.408451	0.253521	R.magnifica	0.0406	Rmag_0192	Rmag_0192
1571	0.139231	0.348066	0.477901	0.29558	0.270718	R.magnifica	0.0	Rmag_0197	Rmag_0197
1572	0.121005	0.345874	0.407767	0.31432	0.315534	R.magnifica	0.0	Rmag_0199	Rmag_0199
1573	0.161204	0.380235	0.482412	0.326633	0.331658	R.magnifica	0.0038	Rmag_0200	Rmag_0200
1574	0.197738	0.357639	0.489583	0.416667	0.166667	R.magnifica	0.0698	Rmag_0201	Rmag_0201
1575	0.111868	0.350954	0.471366	0.370044	0.211454	R.magnifica	0.0194	Rmag_0203	Rmag_0203
1576	0.137037	0.328671	0.468531	0.270396	0.247086	R.magnifica	0.0	Rmag_0204	Rmag_0204
1577	0.191134	0.358586	0.484848	0.333333	0.257576	R.magnifica	0.0	Rmag_0205	Rmag_0205
1578	0.144363	0.349169	0.491686	0.327791	0.228029	R.magnifica	0.0	Rmag_0206	Rmag_0206
1579	0.118066	0.365467	0.506427	0.325193	0.264781	R.magnifica	0.0	Rmag_0208	Rmag_0208
1580	0.109417	0.369274	0.48203	0.361522	0.264271	R.magnifica	0.0	Rmag_0211	Rmag_0211
1581	0.154122	0.365696	0.470874	0.364078	0.262136	R.magnifica	0.0008	Rmag_0213	Rmag_0213
1582	0.126357	0.338308	0.477612	0.291045	0.246269	R.magnifica	0.3634	Rmag_0214	Rmag_0214
1583	0.179125	0.382184	0.551724	0.336207	0.258621	R.magnifica	0.097	Rmag_0215	Rmag_0215
1584	0.140795	0.365854	0.45935	0.369919	0.268293	R.magnifica	0.0004	Rmag_0216	Rmag_0216
1585	0.164154	0.379973	0.460905	0.378601	0.300412	R.magnifica	0.0	Rmag_0217	Rmag_0217
1586	0.121936	0.320398	0.444776	0.247761	0.268657	R.magnifica	0.0	Rmag_0221	Rmag_0221
1587	0.158296	0.397196	0.5	0.404206	0.287383	R.magnifica	0.0	Rmag_0222	Rmag_0222
1588	0.119283	0.356375	0.493088	0.290323	0.285714	R.magnifica	0.035	Rmag_0223	Rmag_0223
1589	0.21392	0.352827	0.403509	0.362573	0.292398	R.magnifica	0.0	Rmag_0224	Rmag_0224
1590	0.24533	0.315315	0.378378	0.351351	0.216216	R.magnifica	0.0402	Rmag_0225	Rmag_0225
1591	0.0947817	0.364723	0.493274	0.35426	0.246637	R.magnifica	0.1062	Rmag_0227	Rmag_0227
1592	0.165787	0.347973	0.462838	0.327703	0.253378	R.magnifica	0.0	Rmag_0232	Rmag_0232
1593	0.140588	0.378251	0.503546	0.365248	0.265957	R.magnifica	0.0	Rmag_0233	Rmag_0233
1594	0.145492	0.328616	0.415094	0.311321	0.259434	R.magnifica	0.002	Rmag_0234	Rmag_0234
1595	0.0938739	0.314251	0.398295	0.28989	0.254568	R.magnifica	0.0	Rmag_0235	Rmag_0235
1596	0.0837307	0.364979	0.478903	0.388186	0.227848	R.magnifica	0.0	Rmag_0236	Rmag_0236
1597	0.236327	0.358757	0.474576	0.313559	0.288136	R.magnifica	0.0012	Rmag_0237	Rmag_0237
1598	0.192446	0.425577	0.484277	0.477987	0.314465	R.magnifica	0.0038	Rmag_0238	Rmag_0238
1599	0.140384	0.354575	0.470588	0.328431	0.264706	R.magnifica	0.0074	Rmag_0239	Rmag_0239
1600	0.143585	0.388489	0.517986	0.354916	0.292566	R.magnifica	0.0	Rmag_0240	Rmag_0240
1601	0.155493	0.316348	0.458599	0.280255	0.210191	R.magnifica	0.0052	Rmag_0241	Rmag_0241
1602	0.154335	0.403633	0.488152	0.417062	0.305687	R.magnifica	0.0	Rmag_0242	Rmag_0242
1603	0.0696221	0.358123	0.460823	0.347942	0.265604	R.magnifica	0.0	Rmag_0243	Rmag_0243
1604	0.163041	0.381886	0.445378	0.364146	0.336134	R.magnifica	0.0	Rmag_0244	Rmag_0244
1605	0.183218	0.368098	0.472393	0.386503	0.245399	R.magnifica	0.0024	Rmag_0245	Rmag_0245
1606	0.161316	0.354785	0.425743	0.331683	0.306931	R.magnifica	0.0006	Rmag_0246	Rmag_0246
1607	0.186626	0.330033	0.376238	0.326733	0.287129	R.magnifica	0.0738	Rmag_0247	Rmag_0247
1608	0.142119	0.365493	0.427259	0.347626	0.321593	R.magnifica	0.0	Rmag_0248	Rmag_0248
1609	0.155228	0.371257	0.447106	0.351297	0.315369	R.magnifica	0.0	Rmag_0249	Rmag_0249
1610	0.131516	0.350551	0.421488	0.320248	0.309917	R.magnifica	0.0	Rmag_0250	Rmag_0250
1611	0.127125	0.326972	0.400763	0.320611	0.259542	R.magnifica	0.0004	Rmag_0257	Rmag_0257
1612	0.0924039	0.272085	0.360424	0.257951	0.19788	R.magnifica	0.003	Rmag_0258	Rmag_0258
1613	0.127322	0.357143	0.47619	0.349206	0.246032	R.magnifica	0.672	Rmag_0260	Rmag_0260
1614	0.153703	0.369369	0.497297	0.335135	0.275676	R.magnifica	0.0046	Rmag_0261	Rmag_0261
1615	0.131137	0.359833	0.493724	0.372385	0.213389	R.magnifica	0.0012	Rmag_0262	Rmag_0262
1616	0.104538	0.366738	0.49467	0.365672	0.239872	R.magnifica	0.0	Rmag_0263	Rmag_0263
1617	0.123422	0.339967	0.497512	0.298507	0.223881	R.magnifica	0.0268	Rmag_0265	Rmag_0265
1618	0.14996	0.371371	0.495495	0.36036	0.258258	R.magnifica	0.0	Rmag_0266	Rmag_0266
1619	0.156806	0.351064	0.420213	0.340426	0.292553	R.magnifica	0.0052	Rmag_0267	Rmag_0267
1620	0.180684	0.318519	0.377778	0.303704	0.274074	R.magnifica	0.0204	Rmag_0269	Rmag_0269
1621	0.11739	0.371469	0.478814	0.366525	0.269068	R.magnifica	0.0	Rmag_0270	Rmag_0270
1622	0.122335	0.333333	0.453532	0.301115	0.245353	R.magnifica	0.0002	Rmag_0271	Rmag_0271
1623	0.154829	0.37592	0.440063	0.376972	0.310726	R.magnifica	0.0	Rmag_0272	Rmag_0272
1624	0.113203	0.339426	0.441253	0.287206	0.289817	R.magnifica	0.0	Rmag_0273	Rmag_0273
1625	0.104031	0.367021	0.476064	0.356383	0.268617	R.magnifica	0.0	Rmag_0274	Rmag_0274
1626	0.141618	0.36756	0.504464	0.316964	0.28125	R.magnifica	0.0018	Rmag_0275	Rmag_0275
1627	0.239706	0.401786	0.544643	0.339286	0.321429	R.magnifica	0.0012	Rmag_0276	Rmag_0276
1628	0.152342	0.380631	0.493243	0.381757	0.266892	R.magnifica	0.0	Rmag_0278	Rmag_0278
1629	0.103587	0.324349	0.415094	0.318059	0.239892	R.magnifica	0.0	Rmag_0279	Rmag_0279
1630	0.0893862	0.340391	0.477199	0.315961	0.228013	R.magnifica	0.0	Rmag_0280	Rmag_0280
1631	0.152389	0.362319	0.565217	0.356522	0.165217	R.magnifica	0.1082	Rmag_0281	Rmag_0281
1632	0.147812	0.363985	0.522989	0.298851	0.270115	R.magnifica	0.0104	Rmag_0284	Rmag_0284
1633	0.137264	0.3125	0.381944	0.288194	0.267361	R.magnifica	0.0	Rmag_0285	Rmag_0285
1634	0.180777	0.340502	0.473118	0.27957	0.268817	R.magnifica	0.1338	Rmag_0286	Rmag_0286
1635	0.20959	0.323383	0.447761	0.298507	0.223881	R.magnifica	0.3056	Rmag_0287	Rmag_0287
1636	0.132979	0.298413	0.438095	0.257143	0.2	R.magnifica	0.4658	Rmag_0288	Rmag_0288
1637	0.181085	0.34127	0.444444	0.293651	0.285714	R.magnifica	0.0524	Rmag_0289	Rmag_0289
1638	0.119448	0.382242	0.492099	0.37246	0.282167	R.magnifica	0.0	Rmag_0290	Rmag_0290
1639	0.174929	0.374542	0.5	0.337912	0.285714	R.magnifica	0.0	Rmag_0292	Rmag_0292
1640	0.241735	0.313953	0.406977	0.337209	0.197674	R.magnifica	0.0282	Rmag_0293	Rmag_0293
1641	0.1488	0.329978	0.389262	0.325503	0.275168	R.magnifica	0.0	Rmag_0294	Rmag_0294
1642	0.0861216	0.321529	0.441821	0.29511	0.227656	R.magnifica	0.0	Rmag_0295	Rmag_0295
1643	0.12779	0.343105	0.456026	0.332248	0.241042	R.magnifica	0.0	Rmag_0298	Rmag_0298
1644	0.11578	0.360179	0.491275	0.355705	0.233557	R.magnifica	0.0	Rmag_0302	Rmag_0302
1645	0.107864	0.338667	0.48	0.288	0.248	R.magnifica	0.8022	Rmag_0303	Rmag_0303
1646	0.128023	0.343434	0.462121	0.337121	0.231061	R.magnifica	0.0002	Rmag_0304	Rmag_0304
1647	0.107423	0.342491	0.42033	0.365385	0.241758	R.magnifica	0.0	Rmag_0305	Rmag_0305
1648	0.121215	0.370887	0.518002	0.334495	0.260163	R.magnifica	0.0	Rmag_0306	Rmag_0306
1649	0.113971	0.385057	0.511494	0.348659	0.295019	R.magnifica	0.0	Rmag_0307	Rmag_0307
1650	0.147361	0.353604	0.452703	0.344595	0.263514	R.magnifica	0.138	Rmag_0308	Rmag_0308
1651	0.268457	0.34632	0.493506	0.337662	0.207792	R.magnifica	0.0104	Rmag_0311	Rmag_0311
1652	0.176124	0.34275	0.463277	0.327684	0.237288	R.magnifica	0.0012	Rmag_0314	Rmag_0314
1653	0.185128	0.362637	0.450549	0.32967	0.307692	R.magnifica	0.3918	Rmag_0319	Rmag_0319
1654	0.0861785	0.333798	0.413649	0.32312	0.264624	R.magnifica	0.0	Rmag_0320	Rmag_0320
1655	0.191494	0.338798	0.47541	0.295082	0.245902	R.magnifica	0.6134	Rmag_0321	Rmag_0321
1656	0.135038	0.331522	0.418478	0.288043	0.288043	R.magnifica	0.0258	Rmag_0323	Rmag_0323
1657	0.137588	0.296804	0.415525	0.269406	0.205479	R.magnifica	0.0002	Rmag_0325	Rmag_0325
1658	0.0969772	0.317037	0.4	0.306667	0.244444	R.magnifica	0.1468	Rmag_0327	Rmag_0327
1659	0.103384	0.366667	0.479167	0.329167	0.291667	R.magnifica	0.0664	Rmag_0328	Rmag_0328
1660	0.12059	0.36518	0.493631	0.356688	0.245223	R.magnifica	0.0	Rmag_0329	Rmag_0329
1661	0.127138	0.346056	0.480916	0.29771	0.259542	R.magnifica	0.799	Rmag_0331	Rmag_0331
1662	0.198189	0.388034	0.482051	0.374359	0.307692	R.magnifica	0.0	Rmag_0333	Rmag_0333
1663	0.170642	0.380015	0.45733	0.374179	0.308534	R.magnifica	0.0	Rmag_0336	Rmag_0336
1664	0.127031	0.340456	0.444444	0.34188	0.235043	R.magnifica	0.0052	Rmag_0337	Rmag_0337
1665	0.105646	0.374269	0.506266	0.343358	0.273183	R.magnifica	0.0	Rmag_0338	Rmag_0338
1666	0.124264	0.370523	0.520661	0.326446	0.264463	R.magnifica	0.0046	Rmag_0339	Rmag_0339
1667	0.0864763	0.360087	0.481562	0.345987	0.252711	R.magnifica	0.0	Rmag_0340	Rmag_0340
1668	0.136532	0.322191	0.448468	0.270195	0.247911	R.magnifica	0.0	Rmag_0341	Rmag_0341
1669	0.198072	0.302721	0.397959	0.270408	0.239796	R.magnifica	0.0	Rmag_0342	Rmag_0342
1670	0.175116	0.326316	0.473684	0.263158	0.242105	R.magnifica	0.3824	Rmag_0343	Rmag_0343
1671	0.120677	0.379167	0.479167	0.40625	0.252083	R.magnifica	0.0	Rmag_0344	Rmag_0344
1672	0.123885	0.359244	0.495798	0.327731	0.254202	R.magnifica	0.0	Rmag_0345	Rmag_0345
1673	0.1369	0.35873	0.466667	0.328571	0.280952	R.magnifica	0.0064	Rmag_0347	Rmag_0347
1674	0.10621	0.354204	0.484794	0.322004	0.255814	R.magnifica	0.0	Rmag_0348	Rmag_0348
1675	0.126576	0.339506	0.433333	0.314815	0.27037	R.magnifica	0.0004	Rmag_0349	Rmag_0349
1676	0.121503	0.323907	0.40874	0.282776	0.280206	R.magnifica	0.0	Rmag_0350	Rmag_0350
1677	0.137322	0.367843	0.491765	0.352941	0.258824	R.magnifica	0.0	Rmag_0351	Rmag_0351
1678	0.184426	0.389194	0.524725	0.409341	0.233516	R.magnifica	0.0	Rmag_0352	Rmag_0352
1679	0.150412	0.368504	0.537008	0.340157	0.228346	R.magnifica	0.0	Rmag_0353	Rmag_0353
1680	0.151566	0.324948	0.402516	0.320755	0.251572	R.magnifica	0.0186	Rmag_0354	Rmag_0354
1681	0.143012	0.361742	0.482955	0.318182	0.284091	R.magnifica	0.029	Rmag_0356	Rmag_0356
1682	0.108005	0.3375	0.436111	0.315278	0.261111	R.magnifica	0.0	Rmag_0361	Rmag_0361
1683	0.141383	0.333333	0.518325	0.267016	0.21466	R.magnifica	0.0014	Rmag_0362	Rmag_0362
1684	0.129885	0.350109	0.503282	0.304158	0.242888	R.magnifica	0.0	Rmag_0363	Rmag_0363
1685	0.14816	0.330567	0.375519	0.365145	0.251037	R.magnifica	0.0	Rmag_0364	Rmag_0364
