pseudo	gene_id	genome	locus_tag	SEED_level_1	SEED_level_2	SEED_level_3	SEED_long_name
	Rmag_0809	V.soyoae2	Vsoy2_peg_976	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.extenta	Vext_peg_212	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.extenta	Vext_peg_212	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.diagonalis	Vdia_peg_217	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.southwardae	Rsou_peg_1175	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.pacifica	Rpac_peg_247	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
		R.pliocardia	Rple_peg_409	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.pacifica	Rpac_peg_247	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.rectimargo	Rrec_peg_334	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.okutanii	COSY_0734	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.okutanii	COSY_0734	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.rectimargo	Rrec_peg_334	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.magnifica	Rmag_0809	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.magnifica	Rmag_0809	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
		R.pliocardia	Rple_peg_409	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.gigas2	Vgig2_peg_70	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.gigas2	Vgig2_peg_70	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.southwardae	Rsou_peg_1175	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.soyoae2	Vsoy2_peg_976	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	V.diagonalis	Vdia_peg_217	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.phaseoliformis	Rpha_peg_2006	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0809	R.phaseoliformis	Rpha_peg_2006	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate synthase, aminase component (EC 4.1.3.27)
	Rmag_0808	R.pacifica	Rpac_peg_249	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	Bathy	MS2017_0458	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	SUP05	SP60_06045	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	V.okutanii	COSY_0733	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	V.diagonalis	Vdia_peg_218	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	R.magnifica	Rmag_0808	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	R.rectimargo	Rrec_peg_333	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	R.southwardae	Rsou_peg_1174	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	R.phaseoliformis	Rpha_peg_2007	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	V.extenta	Vext_peg_213	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	V.soyoae2	Vsoy2_peg_975	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
		R.pliocardia	Rple_peg_408	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0808	V.gigas2	Vgig2_peg_71	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxX
	Rmag_0807	V.diagonalis	Vdia_peg_219	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	V.okutanii	COSY_0732	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	Bathy	MS2017_0459	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	V.soyoae2	Vsoy2_peg_974	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	V.extenta	Vext_peg_214	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	R.rectimargo	Rrec_peg_332	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	R.southwardae	Rsou_peg_1173	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	R.magnifica	Rmag_0807	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	R.phaseoliformis	Rpha_peg_2008	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	SUP05	SP60_06050	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	R.pacifica	Rpac_peg_250	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
		R.pliocardia	Rple_peg_407	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0807	V.gigas2	Vgig2_peg_72	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxY
	Rmag_0806	R.rectimargo	Rrec_peg_331	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	V.okutanii	COSY_0731	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	R.magnifica	Rmag_0806	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	V.gigas2	Vgig2_peg_73	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	R.phaseoliformis	Rpha_peg_2009	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	SUP05	SP60_06055	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	V.diagonalis	Vdia_peg_220	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	V.extenta	Vext_peg_215	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	V.soyoae2	Vsoy2_peg_973	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	R.southwardae	Rsou_peg_1172	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	Bathy	MS2017_0460	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0806	R.pacifica	Rpac_peg_251	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
		R.pliocardia	Rple_peg_406	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	Sulfur oxidation protein SoxZ
	Rmag_0805	R.phaseoliformis	Rpha_peg_2010	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	Bathy	MS2017_0461	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	R.magnifica	Rmag_0805	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	R.rectimargo	Rrec_peg_330	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	R.southwardae	Rsou_peg_1171	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	V.extenta	Vext_peg_216	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	V.diagonalis	Vdia_peg_221	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	R.pacifica	Rpac_peg_252	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	V.soyoae2	Vsoy2_peg_972	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
		R.pliocardia	Rple_peg_405	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	V.gigas2	Vgig2_peg_74	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	V.okutanii	COSY_0730	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0805	SUP05	SP60_06060	Sulfur Metabolism	Sulfur Metabolism - no subcategory	Sulfur oxidation	sulfur oxidation protein SoxA
	Rmag_0804	V.gigas2	Vgig2_peg_75				
	Rmag_0804	V.okutanii	COSY_0729				
	Rmag_0804	R.pacifica	Rpac_peg_253				
	Rmag_0804	V.soyoae2	Vsoy2_peg_971				
	Rmag_0804	R.rectimargo	Rrec_peg_329				
	Rmag_0804	V.extenta	Vext_peg_217				
	Rmag_0804	SUP05	SP60_06065				
	Rmag_0804	Bathy	MS2017_0462				
	Rmag_0804	R.magnifica	Rmag_0804				
	Rmag_0804	R.southwardae	Rsou_peg_1170				
		R.pliocardia	Rple_peg_404				
	Rmag_0804	R.phaseoliformis	Rpha_peg_2011				
	Rmag_0804	V.diagonalis	Vdia_peg_222				
	Rmag_0803	R.pacifica	Rpac_peg_254	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	R.magnifica	Rmag_0803	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
		R.pliocardia	Rple_peg_403	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	Bathy	MS2017_0468	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	V.extenta	Vext_peg_218	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	R.rectimargo	Rrec_peg_328	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	SUP05	SP60_06070	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	V.gigas2	Vgig2_peg_76	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	R.southwardae	Rsou_peg_1169	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	V.diagonalis	Vdia_peg_223	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	V.okutanii	COSY_0728	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	V.soyoae2	Vsoy2_peg_970	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0803	R.phaseoliformis	Rpha_peg_2012	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage replication	DNA polymerase III alpha subunit (EC 2.7.7.7)
	Rmag_0801	R.magnifica	Rmag_0801	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
		R.pliocardia	Rple_peg_397	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	R.pacifica	Rpac_peg_257	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	V.soyoae2	Vsoy2_peg_969	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	SUP05	SP60_06080	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	V.extenta	Vext_peg_219	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	V.okutanii	COSY_0727	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	R.southwardae	Rsou_peg_1163	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	R.phaseoliformis	Rpha_peg_2018	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	Bathy	MS2017_0474	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	V.diagonalis	Vdia_peg_224	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	V.gigas2	Vgig2_peg_77	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0801	R.rectimargo	Rrec_peg_326	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
	Rmag_0800	Bathy	MS2017_0475	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.diagonalis	Vdia_peg_225	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.diagonalis	Vdia_peg_225	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.gigas2	Vgig2_peg_78	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	Bathy	MS2017_0475	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
		R.pliocardia	Rple_peg_396	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.phaseoliformis	Rpha_peg_2019	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.phaseoliformis	Rpha_peg_2019	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.southwardae	Rsou_peg_1162	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.southwardae	Rsou_peg_1162	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.pacifica	Rpac_peg_258	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.pacifica	Rpac_peg_258	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.soyoae2	Vsoy2_peg_968	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.soyoae2	Vsoy2_peg_968	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.magnifica	Rmag_0800	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.magnifica	Rmag_0800	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.extenta	Vext_peg_220	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.extenta	Vext_peg_220	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.gigas2	Vgig2_peg_78	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	SUP05	SP60_06085	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	SUP05	SP60_06085	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.okutanii	COSY_0726	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	V.okutanii	COSY_0726	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.rectimargo	Rrec_peg_325	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
	Rmag_0800	R.rectimargo	Rrec_peg_325	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
		R.pliocardia	Rple_peg_396	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
pseudo		V.extenta	Vext_peg_228				
		R.pliocardia	Rple_peg_387				
		R.phaseoliformis	Rpha_peg_2029				
		SUP05	SP60_06130				
		R.southwardae	Rsou_peg_1152				
		R.pacifica	Rpac_peg_265				
		V.gigas2	Vgig2_peg_84				
pseudo		V.diagonalis	Vdia_peg_233				
		R.magnifica	Rmag_0795				
		R.rectimargo	Rrec_peg_316				
		V.soyoae2	Vsoy2_peg_963				
		Bathy	MS2017_0488				
		V.okutanii	COSY_0721				
		R.southwardae	Rsou_peg_1151				
		V.okutanii	COSY_0720				
		R.pacifica	Rpac_peg_266				
pseudo		V.diagonalis	Vdia_peg_234				
		V.gigas2	Vgig2_peg_85				
		R.rectimargo	Rrec_peg_315				
		Bathy	MS2017_0489				
		V.soyoae2	Vsoy2_peg_962				
pseudo		V.extenta	Vext_peg_229				
		R.pliocardia	Rple_peg_386				
		R.phaseoliformis	Rpha_peg_2030				
		SUP05	SP60_06135				
		R.magnifica	Rmag_0794				
	Rmag_0793	V.diagonalis	Vdia_peg_237				
	Rmag_0793	R.pacifica	Rpac_peg_267				
	Rmag_0793	V.okutanii	COSY_0719				
	Rmag_0793	R.magnifica	Rmag_0793				
	Rmag_0793	R.phaseoliformis	Rpha_peg_2031				
	Rmag_0793	R.rectimargo	Rrec_peg_314				
	Rmag_0793	V.soyoae2	Vsoy2_peg_961				
		R.pliocardia	Rple_peg_385				
	Rmag_0793	SUP05	SP60_06140				
	Rmag_0793	R.southwardae	Rsou_peg_1150				
	Rmag_0793	Bathy	MS2017_0490				
	Rmag_0793	V.extenta	Vext_peg_232				
	Rmag_0793	V.gigas2	Vgig2_peg_86				
	Rmag_0790	R.phaseoliformis	Rpha_peg_2040	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2
	Rmag_0790	R.magnifica	Rmag_0790	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2
