	GC	GC1	GC2	GC3	CDC	P(CDC)	coregene_id	ortho_id	locus_tag	ispseudo	Genome
217	0.291364	0.360775	0.35109	0.162228	0.11509000000000001	0.0		1294	Vgig2_peg_296	0	V.gigas2
218	0.388787	0.579525	0.387569	0.199269	0.127005	0.0		1136	Vgig2_peg_297	0	V.gigas2
219	0.37193000000000004	0.536842	0.33684200000000003	0.24210500000000001	0.143584	0.5984	Rmag_0561	907	Vgig2_peg_298	0	V.gigas2
220	0.333333	0.490975	0.303249	0.20577600000000001	0.14619300000000002	0.0	Rmag_0560	908	Vgig2_peg_299	0	V.gigas2
221	0.348668	0.493947	0.35109	0.200969	0.0855125	0.0006	Rmag_0103	511	Vgig2_peg_3	0	V.gigas2
222	0.322335	0.42893400000000004	0.294416	0.243655	0.13708199999999998	0.0	Rmag_0132	535	Vgig2_peg_30	0	V.gigas2
223	0.29885100000000003	0.403941	0.300493	0.192118	0.106028	0.0662	Rmag_0559	909	Vgig2_peg_300	0	V.gigas2
224	0.260536	0.37931	0.252874	0.149425	0.151286	0.366	Rmag_0558	910	Vgig2_peg_301	0	V.gigas2
225	0.29666	0.379175	0.333988	0.176817	0.09448610000000002	0.0		911	Vgig2_peg_302	0	V.gigas2
226	0.367554	0.490494	0.395437	0.21673	0.11159000000000001	0.0022	Rmag_0556	912	Vgig2_peg_303	0	V.gigas2
227	0.349206	0.52381	0.326531	0.197279	0.139269	0.0746	Rmag_0555	913	Vgig2_peg_304	0	V.gigas2
228	0.315261	0.45180699999999996	0.343373	0.15060199999999999	0.0920347	0.0002	Rmag_0554	914	Vgig2_peg_305	0	V.gigas2
229	0.287462	0.35386599999999996	0.328965	0.179554	0.0881938	0.0	Rmag_0553	915	Vgig2_peg_306	0	V.gigas2
230	0.304869	0.426966	0.303371	0.18427000000000002	0.108926	0.0		1044	Vgig2_peg_307	0	V.gigas2
231	0.339844	0.496094	0.34375	0.17968800000000001	0.09697589999999999	0.0132	Rmag_0550	917	Vgig2_peg_308	0	V.gigas2
232	0.313208	0.381132	0.313208	0.245283	0.132956	0.0	Rmag_0549	918	Vgig2_peg_309	0	V.gigas2
233	0.356404	0.465394	0.37708800000000003	0.22673000000000001	0.0828286	0.0002	Rmag_0133	536	Vgig2_peg_31	0	V.gigas2
234	0.341463	0.42276400000000003	0.333333	0.268293	0.218656	0.0038	Rmag_0548	919	Vgig2_peg_310	0	V.gigas2
235	0.302667	0.408	0.276	0.22399999999999998	0.10929000000000001	0.0048	Rmag_0547	920	Vgig2_peg_311	0	V.gigas2
236	0.311245	0.45180699999999996	0.35241	0.129518	0.09084389999999999	0.0004	Rmag_0546	921	Vgig2_peg_312	0	V.gigas2
237	0.329923	0.44756999999999997	0.358056	0.184143	0.125475	0.0	Rmag_0545	922	Vgig2_peg_313	0	V.gigas2
238	0.340388	0.463845	0.350088	0.207231	0.0923957	0.0	Rmag_0544	923	Vgig2_peg_314	0	V.gigas2
239	0.328025	0.461783	0.321656	0.20063699999999998	0.114674	0.0002	Rmag_0543	924	Vgig2_peg_315	0	V.gigas2
240	0.29946500000000004	0.433155	0.326203	0.139037	0.11536700000000001	0.0258	Rmag_0542	925	Vgig2_peg_316	0	V.gigas2
241	0.253623	0.282609	0.304348	0.173913	0.0944151	0.6296		926	Vgig2_peg_317	0	V.gigas2
242	0.359676	0.477204	0.389058	0.21276599999999998	0.11249	0.0002		927	Vgig2_peg_318	0	V.gigas2
243	0.319237	0.45024899999999995	0.31840799999999997	0.189055	0.0744164	0.0038		928	Vgig2_peg_319	0	V.gigas2
244	0.281219	0.39528	0.265487	0.182891	0.120974	0.0	Rmag_0134	537	Vgig2_peg_32	0	V.gigas2
245	0.31848899999999997	0.417004	0.336032	0.202429	0.125657	0.001		1138	Vgig2_peg_320	0	V.gigas2
246	0.250281	0.350168	0.198653	0.20202	0.0920259	0.0014		1045	Vgig2_peg_321	0	V.gigas2
247	0.292572	0.341033	0.33831500000000003	0.19837	0.0887524	0.0	Rmag_0535	929	Vgig2_peg_322	0	V.gigas2
248	0.308483	0.41388199999999997	0.33676100000000003	0.174807	0.109855	0.0	Rmag_0534	1046	Vgig2_peg_323	0	V.gigas2
249	0.325146	0.44912299999999994	0.34386	0.182456	0.11796500000000001	0.0002	Rmag_0533	930	Vgig2_peg_324	0	V.gigas2
250	0.332268	0.472843	0.325879	0.19808299999999998	0.100592	0.0004	Rmag_0532	931	Vgig2_peg_325	0	V.gigas2
251	0.351598	0.497717	0.37899499999999997	0.178082	0.10372	0.0	Rmag_0531	932	Vgig2_peg_326	0	V.gigas2
252	0.32435	0.470922	0.316312	0.185816	0.0929953	0.0	Rmag_0530	933	Vgig2_peg_327	0	V.gigas2
253	0.36281599999999997	0.50722	0.398917	0.18231	0.11988900000000001	0.0	Rmag_0529	934	Vgig2_peg_328	0	V.gigas2
254	0.264463	0.35537199999999997	0.264463	0.17355399999999999	0.174554	0.0106	Rmag_0528	935	Vgig2_peg_329	1	V.gigas2
255	0.27555599999999997	0.313333	0.3	0.213333	0.150971	0.0148	Rmag_0135	538	Vgig2_peg_33	0	V.gigas2
256	0.314335	0.41968900000000003	0.34715	0.17616600000000002	0.0991118	0.1928		936	Vgig2_peg_330	0	V.gigas2
257	0.29279299999999997	0.418919	0.23873899999999998	0.220721	0.0796747	0.226	Rmag_0526	937	Vgig2_peg_331	0	V.gigas2
258	0.32566999999999996	0.413793	0.35632199999999997	0.20689699999999997	0.162772	0.9734	Rmag_0525	938	Vgig2_peg_332	0	V.gigas2
259	0.310406	0.41798900000000005	0.277778	0.23545	0.0917109	0.0	Rmag_0524	939	Vgig2_peg_333	0	V.gigas2
260	0.336412	0.448549	0.344327	0.21635900000000002	0.104598	0.0	Rmag_0523	940	Vgig2_peg_334	0	V.gigas2
261	0.30580999999999997	0.40061199999999997	0.327217	0.189602	0.0954439	0.0008	Rmag_0522	941	Vgig2_peg_335	0	V.gigas2
262	0.325879	0.42811499999999997	0.317891	0.231629	0.08672739999999998	0.0	Rmag_0520	0	Vgig2_peg_336	0	V.gigas2
263	0.337995	0.45221400000000006	0.333333	0.228438	0.108824	0.0	Rmag_0518	1	Vgig2_peg_337	0	V.gigas2
264	0.266968	0.348416	0.253394	0.199095	0.114748	0.0058		948	Vgig2_peg_338	0	V.gigas2
265	0.333333	0.48175200000000007	0.321168	0.19708	0.132168	0.2268		2	Vgig2_peg_339	1	V.gigas2
266	0.36088600000000004	0.520259	0.377634	0.184765	0.12351500000000001	0.0	Rmag_0136	539	Vgig2_peg_34	0	V.gigas2
267	0.310535	0.403302	0.337264	0.191038	0.0798444	0.0002		3	Vgig2_peg_340	0	V.gigas2
268	0.302083	0.4375	0.25	0.21875	0.157082	0.871	Rmag_0514	4	Vgig2_peg_341	0	V.gigas2
269	0.322549	0.430882	0.31764699999999996	0.21911799999999998	0.08620189999999998	0.0	Rmag_0513	5	Vgig2_peg_342	0	V.gigas2
270	0.315033	0.41176499999999994	0.333333	0.2	0.14226	0.0002	Rmag_0512	6	Vgig2_peg_343	0	V.gigas2
271	0.32061799999999996	0.373297	0.348774	0.23978200000000002	0.12021099999999998	0.0	Rmag_0511	7	Vgig2_peg_344	0	V.gigas2
272	0.335354	0.460606	0.381818	0.163636	0.139049	0.0324	Rmag_0510	8	Vgig2_peg_345	0	V.gigas2
273	0.358025	0.45185200000000003	0.437037	0.185185	0.24702399999999997	0.0		1097	Vgig2_peg_346	0	V.gigas2
274	0.348672	0.47165200000000007	0.35415	0.220214	0.0911221	0.0		10	Vgig2_peg_347	0	V.gigas2
275	0.300236	0.453901	0.283688	0.16312100000000002	0.141118	0.0762	Rmag_0507	11	Vgig2_peg_348	0	V.gigas2
276	0.30538899999999997	0.413174	0.317365	0.185629	0.127273	0.0416	Rmag_0506	12	Vgig2_peg_349	0	V.gigas2
277	0.32566999999999996	0.45976999999999996	0.333333	0.183908	0.126718	0.0	Rmag_0137	540	Vgig2_peg_35	0	V.gigas2
278	0.342235	0.49258199999999996	0.338279	0.195846	0.10788699999999998	0.0	Rmag_0505	13	Vgig2_peg_350	0	V.gigas2
279	0.283582	0.39303499999999997	0.288557	0.169154	0.0797943	0.2024	Rmag_0504	14	Vgig2_peg_351	0	V.gigas2
280	0.323402	0.433892	0.314711	0.22160100000000002	0.114264	0.0	Rmag_0502	15	Vgig2_peg_352	0	V.gigas2
281	0.26222199999999996	0.293333	0.266667	0.226667	0.153672	0.8664		2016	Vgig2_peg_353	1	V.gigas2
282	0.326263	0.42727299999999996	0.333333	0.21818200000000001	0.0908847	0.0026		17	Vgig2_peg_354	0	V.gigas2
283	0.34058	0.475155	0.350932	0.195652	0.117001	0.0	Rmag_0499	18	Vgig2_peg_355	0	V.gigas2
284	0.34324099999999996	0.47983000000000003	0.367304	0.18259	0.12135399999999999	0.0	Rmag_0498	19	Vgig2_peg_356	0	V.gigas2
285	0.27868899999999996	0.409836	0.262295	0.163934	0.15274200000000002	0.9254	Rmag_0497	20	Vgig2_peg_357	0	V.gigas2
286	0.342134	0.478548	0.359736	0.188119	0.12081800000000001	0.0	Rmag_0496	21	Vgig2_peg_358	0	V.gigas2
287	0.299625	0.359551	0.370787	0.16853900000000002	0.126367	0.026000000000000002	Rmag_0495	22	Vgig2_peg_359	0	V.gigas2
288	0.344671	0.478458	0.358277	0.197279	0.0899426	0.0	Rmag_0138	541	Vgig2_peg_36	0	V.gigas2
289	0.31493499999999996	0.444805	0.284091	0.21590900000000002	0.120521	0.0	Rmag_0493	24	Vgig2_peg_360	0	V.gigas2
290	0.329285	0.42915	0.352227	0.20647800000000002	0.0882021	0.1222	Rmag_0492	25	Vgig2_peg_361	0	V.gigas2
291	0.310777	0.432331	0.334586	0.165414	0.11938900000000001	0.0004	Rmag_0491	26	Vgig2_peg_362	0	V.gigas2
292	0.332	0.452	0.348	0.196	0.109648	0.0076	Rmag_0490	27	Vgig2_peg_363	0	V.gigas2
293	0.25157199999999996	0.301887	0.20754699999999998	0.245283	0.207473	0.2302		2017	Vgig2_peg_364	0	V.gigas2
294	0.230769	0.326923	0.211538	0.153846	0.25125	0.105		1988	Vgig2_peg_365	1	V.gigas2
295	0.21940900000000002	0.278481	0.177215	0.202532	0.132274	0.6336		2018	Vgig2_peg_366	1	V.gigas2
296	0.32807	0.389474	0.352632	0.24210500000000001	0.165144	0.0014	Rmag_0487	29	Vgig2_peg_367	0	V.gigas2
297	0.27439	0.37804899999999997	0.26219499999999996	0.182927	0.112328	0.1248	Rmag_0486	30	Vgig2_peg_368	0	V.gigas2
298	0.348718	0.446154	0.369231	0.230769	0.22466399999999997	0.5196	Rmag_0485	950	Vgig2_peg_369	0	V.gigas2
299	0.321038	0.34836100000000003	0.32377	0.290984	0.173101	0.0		542	Vgig2_peg_37	0	V.gigas2
300	0.330383	0.45132700000000003	0.374631	0.165192	0.11060999999999999	0.0	Rmag_0484	31	Vgig2_peg_370	0	V.gigas2
301	0.346072	0.436306	0.420382	0.181529	0.11659800000000001	0.0		1223	Vgig2_peg_371	0	V.gigas2
302	0.315728	0.42957700000000004	0.31690100000000004	0.200704	0.152382	0.0	Rmag_0482	33	Vgig2_peg_372	0	V.gigas2
303	0.288288	0.418919	0.202703	0.243243	0.190627	0.3144	Rmag_0481	34	Vgig2_peg_373	0	V.gigas2
304	0.303742	0.430809	0.284595	0.195822	0.09581010000000001	0.0		36	Vgig2_peg_374	0	V.gigas2
305	0.300505	0.393939	0.310606	0.19697	0.10625799999999999	0.9626		37	Vgig2_peg_375	0	V.gigas2
306	0.28011199999999997	0.37535	0.252101	0.212885	0.0930158	0.0002	Rmag_0478	38	Vgig2_peg_376	0	V.gigas2
307	0.350794	0.488095	0.37381	0.190476	0.14669100000000002	0.0	Rmag_0477	39	Vgig2_peg_377	0	V.gigas2
308	0.345679	0.509259	0.324074	0.203704	0.11741300000000002	0.8558	Rmag_0476	40	Vgig2_peg_378	0	V.gigas2
309	0.288256	0.40925300000000003	0.264531	0.190985	0.0792186	0.0	Rmag_0475	41	Vgig2_peg_379	0	V.gigas2
310	0.331588	0.40314099999999997	0.366492	0.225131	0.196448	0.0	Rmag_0139	543	Vgig2_peg_38	0	V.gigas2
311	0.327473	0.474725	0.301099	0.20659299999999997	0.0767428	0.0002	Rmag_0474	42	Vgig2_peg_380	0	V.gigas2
312	0.371111	0.49333299999999997	0.36	0.26	0.196921	0.0008	Rmag_0473	43	Vgig2_peg_381	0	V.gigas2
313	0.26111100000000004	0.358333	0.283333	0.14166700000000002	0.155952	0.0478	Rmag_0472	44	Vgig2_peg_382	0	V.gigas2
314	0.322779	0.403694	0.345646	0.21899699999999997	0.11549000000000001	0.0		45	Vgig2_peg_383	0	V.gigas2
315	0.261261	0.243243	0.37837800000000005	0.162162	0.21128400000000003	0.91		6042	Vgig2_peg_384	0	V.gigas2
316	0.337778	0.429333	0.368	0.21600000000000003	0.11342999999999999	0.0	Rmag_0470	46	Vgig2_peg_385	0	V.gigas2
317	0.316486	0.393502	0.32491	0.23104699999999997	0.0867057	0.05	Rmag_0469	47	Vgig2_peg_386	0	V.gigas2
318	0.298213	0.39926100000000003	0.295749	0.19963	0.10061200000000001	0.0	Rmag_0466	50	Vgig2_peg_387	0	V.gigas2
319	0.326733	0.455446	0.29703	0.227723	0.235209	0.0012		51	Vgig2_peg_388	0	V.gigas2
320	0.331512	0.422951	0.33770500000000003	0.23388	0.0939842	0.0	Rmag_0464	56	Vgig2_peg_389	0	V.gigas2
321	0.357013	0.49726800000000004	0.36612	0.20765	0.152158	0.006	Rmag_0140	544	Vgig2_peg_39	0	V.gigas2
322	0.280061	0.3379	0.260274	0.242009	0.0993054	0.0446	Rmag_0463	57	Vgig2_peg_390	0	V.gigas2
323	0.371056	0.518519	0.384774	0.209877	0.134216	0.0	Rmag_0462	58	Vgig2_peg_391	0	V.gigas2
324	0.35055	0.47776199999999996	0.365854	0.20803400000000002	0.0926591	0.0		1221	Vgig2_peg_392	0	V.gigas2
325	0.354096	0.506229	0.349943	0.206116	0.10564000000000001	0.0	Rmag_0458	60	Vgig2_peg_393	0	V.gigas2
326	0.295082	0.385246	0.327869	0.172131	0.133402	0.3604	Rmag_0457	61	Vgig2_peg_394	0	V.gigas2
327	0.33698	0.455142	0.354486	0.20131300000000002	0.10245699999999999	0.0	Rmag_0456	62	Vgig2_peg_395	0	V.gigas2
328	0.32794	0.43365699999999996	0.326861	0.22330100000000003	0.10615899999999999	0.0006	Rmag_0455	63	Vgig2_peg_396	1	V.gigas2
329	0.264957	0.333333	0.17948699999999998	0.282051	0.285448	0.233		2019	Vgig2_peg_397	0	V.gigas2
330	0.245098	0.401961	0.166667	0.166667	0.162276	0.0282	Rmag_0454	64	Vgig2_peg_398	0	V.gigas2
331	0.31840799999999997	0.38806	0.358209	0.20895500000000003	0.18541400000000002	0.8622		65	Vgig2_peg_399	0	V.gigas2
332	0.286667	0.42	0.2	0.24	0.139259	0.3936	Rmag_0104	512	Vgig2_peg_4	0	V.gigas2
333	0.31857800000000003	0.45472799999999997	0.32998	0.171026	0.0764854	0.0	Rmag_0141	545	Vgig2_peg_40	0	V.gigas2
334	0.326407	0.433766	0.32987	0.21558400000000003	0.121841	0.0	Rmag_0453	66	Vgig2_peg_400	0	V.gigas2
335	0.331104	0.44147200000000003	0.324415	0.227425	0.124425	0.0	Rmag_0452	67	Vgig2_peg_401	0	V.gigas2
336	0.34202899999999997	0.443478	0.38260900000000003	0.2	0.12937	0.0042		1049	Vgig2_peg_402	0	V.gigas2
337	0.294964	0.381295	0.28057600000000005	0.22302199999999997	0.0965868	0.8152	Rmag_0450	68	Vgig2_peg_403	0	V.gigas2
338	0.364644	0.518591	0.379648	0.195695	0.0933512	0.0	Rmag_0449	69	Vgig2_peg_404	0	V.gigas2
339	0.331989	0.423387	0.391129	0.181452	0.183456	0.0	Rmag_0448	70	Vgig2_peg_405	0	V.gigas2
340	0.356657	0.524781	0.373178	0.172012	0.127637	0.0	Rmag_0447	71	Vgig2_peg_406	0	V.gigas2
341	0.311111	0.418182	0.327273	0.187879	0.16528199999999998	0.0008	Rmag_0446	72	Vgig2_peg_407	0	V.gigas2
342	0.36684	0.5026	0.386482	0.21143800000000001	0.12376199999999998	0.0	Rmag_0445	73	Vgig2_peg_408	0	V.gigas2
343	0.336634	0.48184799999999994	0.306931	0.22112199999999999	0.09914989999999999	0.0022	Rmag_0444	951	Vgig2_peg_409	0	V.gigas2
344	0.321656	0.39171999999999996	0.366242	0.207006	0.121992	0.0	Rmag_0142	546	Vgig2_peg_41	0	V.gigas2
345	0.291667	0.344697	0.333333	0.19697	0.130403	0.0		954	Vgig2_peg_410	0	V.gigas2
346	0.321429	0.434066	0.313187	0.217033	0.100386	0.0002	Rmag_0438	76	Vgig2_peg_411	0	V.gigas2
347	0.306834	0.401674	0.338912	0.17991600000000002	0.11688299999999999	0.0028	Rmag_0437	77	Vgig2_peg_412	0	V.gigas2
348	0.329843	0.43804499999999996	0.343805	0.207679	0.13111199999999998	0.0	Rmag_0436	78	Vgig2_peg_413	0	V.gigas2
349	0.32709099999999997	0.41573000000000004	0.363296	0.202247	0.10781900000000001	0.0042	Rmag_0435	79	Vgig2_peg_414	0	V.gigas2
350	0.33805	0.41037700000000005	0.363208	0.24056599999999997	0.155446	0.0012	Rmag_0434	80	Vgig2_peg_415	0	V.gigas2
351	0.31738	0.415617	0.322418	0.214106	0.117931	0.0	Rmag_0433	81	Vgig2_peg_416	0	V.gigas2
352	0.33046	0.5	0.297414	0.193966	0.125636	0.0016	Rmag_0432	83	Vgig2_peg_417	0	V.gigas2
353	0.374429	0.49588999999999994	0.413699	0.21369899999999997	0.11134200000000001	0.0	Rmag_0430	85	Vgig2_peg_418	0	V.gigas2
354	0.248016	0.279762	0.23809499999999997	0.22619	0.134603	0.0058		955	Vgig2_peg_419	0	V.gigas2
355	0.313531	0.415842	0.30198	0.22277199999999997	0.10901300000000001	0.0792	Rmag_0143	547	Vgig2_peg_42	0	V.gigas2
356	0.316119	0.42723	0.319249	0.201878	0.113668	0.0324		87	Vgig2_peg_420	0	V.gigas2
357	0.307292	0.296875	0.453125	0.171875	0.201842	0.5288		1913	Vgig2_peg_421	0	V.gigas2
358	0.325758	0.5	0.318182	0.159091	0.2117	0.6018		2020	Vgig2_peg_422	1	V.gigas2
359	0.34126999999999996	0.380952	0.404762	0.23809499999999997	0.25601199999999996	0.7806		1911	Vgig2_peg_423	1	V.gigas2
360	0.321429	0.428571	0.28571399999999997	0.25	0.24691999999999997	0.5122		2021	Vgig2_peg_424	1	V.gigas2
361	0.333333	0.420918	0.364796	0.214286	0.116475	0.0	Rmag_0425	89	Vgig2_peg_425	0	V.gigas2
362	0.301512	0.429594	0.24821	0.22673000000000001	0.0560855	0.0086		1910	Vgig2_peg_426	0	V.gigas2
363	0.394636	0.465517	0.48850600000000005	0.22988499999999998	0.239697	0.0		1098	Vgig2_peg_427	0	V.gigas2
364	0.348558	0.490385	0.365385	0.189904	0.130377	0.0	Rmag_0423	91	Vgig2_peg_428	0	V.gigas2
365	0.329231	0.473846	0.329231	0.184615	0.12067	0.0		1982	Vgig2_peg_429	1	V.gigas2
366	0.30392199999999997	0.426471	0.308824	0.17647100000000002	0.0814799	0.0048		548	Vgig2_peg_43	0	V.gigas2
367	0.33992100000000003	0.422925	0.355731	0.24110700000000002	0.125325	0.0012	Rmag_0421	93	Vgig2_peg_430	0	V.gigas2
368	0.30392199999999997	0.477941	0.301471	0.132353	0.16311900000000001	0.006	Rmag_0420	94	Vgig2_peg_431	0	V.gigas2
369	0.320388	0.417476	0.355987	0.187702	0.102264	0.0016	Rmag_0419	95	Vgig2_peg_432	0	V.gigas2
370	0.2846	0.339181	0.309942	0.204678	0.10280399999999999	0.17800000000000002		956	Vgig2_peg_433	0	V.gigas2
371	0.333333	0.505208	0.317708	0.177083	0.136652	0.0036	Rmag_0417	96	Vgig2_peg_434	0	V.gigas2
372	0.288416	0.439716	0.241135	0.184397	0.0739803	0.0556	Rmag_0416	97	Vgig2_peg_435	0	V.gigas2
373	0.335897	0.49230799999999997	0.361538	0.153846	0.101778	0.0036	Rmag_0415	98	Vgig2_peg_436	0	V.gigas2
374	0.316348	0.433121	0.28025500000000003	0.23566900000000002	0.21126399999999998	0.0	Rmag_0414	99	Vgig2_peg_437	0	V.gigas2
375	0.325521	0.453125	0.34375	0.17968800000000001	0.168938	0.0	Rmag_0413	100	Vgig2_peg_438	0	V.gigas2
376	0.35528899999999997	0.494012	0.377246	0.19461099999999998	0.11226300000000002	0.0	Rmag_0412	957	Vgig2_peg_439	0	V.gigas2
377	0.3125	0.394531	0.316406	0.22656199999999999	0.110838	0.0036	Rmag_0144	551	Vgig2_peg_44	0	V.gigas2
378	0.285256	0.394231	0.271635	0.189904	0.0980683	0.0	Rmag_0411	101	Vgig2_peg_440	0	V.gigas2
379	0.356377	0.48553100000000005	0.366559	0.217042	0.11288800000000002	0.0	Rmag_0410	102	Vgig2_peg_441	0	V.gigas2
380	0.338574	0.48427700000000007	0.323899	0.20754699999999998	0.13355	0.0	Rmag_0409	103	Vgig2_peg_442	0	V.gigas2
381	0.260274	0.356164	0.214612	0.210046	0.120719	0.0014		1289	Vgig2_peg_443	0	V.gigas2
382	0.330303	0.49090900000000004	0.3	0.2	0.152617	0.1222	Rmag_0405	108	Vgig2_peg_444	0	V.gigas2
383	0.318386	0.461883	0.300448	0.192825	0.104969	0.0236	Rmag_0404	109	Vgig2_peg_445	0	V.gigas2
384	0.30363	0.39604	0.27722800000000003	0.23762399999999997	0.134765	0.0024		1141	Vgig2_peg_446	0	V.gigas2
385	0.332359	0.44736800000000004	0.330409	0.219298	0.156567	0.0		1142	Vgig2_peg_447	0	V.gigas2
386	0.342936	0.45679	0.374486	0.19753099999999998	0.111381	0.008	Rmag_0398	110	Vgig2_peg_448	0	V.gigas2
387	0.335079	0.42931899999999995	0.32460700000000003	0.251309	0.128948	0.0284	Rmag_0397	111	Vgig2_peg_449	0	V.gigas2
388	0.378316	0.491349	0.422145	0.221453	0.16280999999999998	0.0		1216	Vgig2_peg_45	0	V.gigas2
389	0.33105	0.440068	0.33561599999999997	0.217466	0.0934811	0.0	Rmag_0396	112	Vgig2_peg_450	0	V.gigas2
390	0.359705	0.5	0.34177199999999996	0.237342	0.14064100000000002	0.0	Rmag_0395	113	Vgig2_peg_451	0	V.gigas2
391	0.345528	0.47561000000000003	0.333333	0.227642	0.080134	0.1908	Rmag_0394	114	Vgig2_peg_452	0	V.gigas2
392	0.343537	0.44898000000000005	0.364207	0.217425	0.07763189999999999	0.0	Rmag_0392	115	Vgig2_peg_453	0	V.gigas2
393	0.345566	0.522936	0.33945	0.174312	0.199795	0.0162	Rmag_0389	117	Vgig2_peg_454	0	V.gigas2
394	0.29572600000000004	0.40512800000000004	0.282051	0.2	0.11348699999999999	0.0282	Rmag_0388	118	Vgig2_peg_455	0	V.gigas2
395	0.33555100000000004	0.478936	0.325942	0.201774	0.08679339999999999	0.0002		961	Vgig2_peg_456	0	V.gigas2
396	0.34777800000000003	0.46	0.383333	0.2	0.08747680000000001	0.0	Rmag_0386	119	Vgig2_peg_457	0	V.gigas2
397	0.323171	0.365854	0.341463	0.26219499999999996	0.120895	0.28800000000000003	Rmag_0385	120	Vgig2_peg_458	0	V.gigas2
398	0.33892	0.463687	0.357542	0.19553099999999998	0.11147	0.0	Rmag_0384	121	Vgig2_peg_459	0	V.gigas2
399	0.31201999999999996	0.445013	0.314578	0.17647100000000002	0.114398	0.0	Rmag_0146	553	Vgig2_peg_46	0	V.gigas2
400	0.234323	0.336634	0.168317	0.19802	0.108295	0.5988	Rmag_0383	122	Vgig2_peg_460	0	V.gigas2
401	0.324906	0.410112	0.323034	0.241573	0.116551	0.0	Rmag_0382	123	Vgig2_peg_461	0	V.gigas2
402	0.359338	0.5319149999999999	0.361702	0.184397	0.145014	0.053		962	Vgig2_peg_462	0	V.gigas2
403	0.300207	0.378882	0.32919299999999996	0.192547	0.135568	0.03	Rmag_0379	125	Vgig2_peg_463	0	V.gigas2
404	0.286713	0.34965	0.33566399999999996	0.174825	0.146582	0.0476	Rmag_0378	126	Vgig2_peg_464	0	V.gigas2
405	0.324324	0.37837800000000005	0.344595	0.25	0.136545	0.0624	Rmag_0374	129	Vgig2_peg_465	0	V.gigas2
406	0.346328	0.471186	0.328814	0.238983	0.100863	0.0	Rmag_0373	130	Vgig2_peg_466	0	V.gigas2
407	0.362661	0.46566499999999994	0.403433	0.21888400000000002	0.10853099999999999	0.0	Rmag_0372	131	Vgig2_peg_467	0	V.gigas2
408	0.279412	0.382353	0.289216	0.166667	0.113871	0.0108	Rmag_0371	132	Vgig2_peg_468	0	V.gigas2
409	0.307823	0.433673	0.30101999999999995	0.188776	0.162774	0.0002		133	Vgig2_peg_469	0	V.gigas2
410	0.33720900000000004	0.49418599999999996	0.319767	0.197674	0.0928542	0.5488	Rmag_0147	554	Vgig2_peg_47	0	V.gigas2
411	0.29487199999999997	0.41826899999999995	0.274038	0.19230799999999998	0.0875864	0.2298		1257	Vgig2_peg_470	1	V.gigas2
412	0.306922	0.360656	0.314208	0.245902	0.0924642	0.0004		1558	Vgig2_peg_471	1	V.gigas2
413	0.296588	0.37795300000000004	0.291339	0.22047199999999997	0.153753	0.1092		1842	Vgig2_peg_472	1	V.gigas2
414	0.190476	0.30952399999999997	0.14285699999999998	0.119048	0.157479	0.7582		6043	Vgig2_peg_473	0	V.gigas2
415	0.315235	0.425469	0.318855	0.201382	0.0815811	0.0		964	Vgig2_peg_474	0	V.gigas2
416	0.351111	0.506667	0.36	0.186667	0.115695	0.0	Rmag_0368	134	Vgig2_peg_475	0	V.gigas2
417	0.346032	0.43333299999999997	0.347619	0.257143	0.14463499999999999	0.0026	Rmag_0367	135	Vgig2_peg_476	0	V.gigas2
418	0.338493	0.473684	0.318885	0.22291	0.12451500000000001	0.0	Rmag_0366	136	Vgig2_peg_477	0	V.gigas2
419	0.301263	0.38046599999999997	0.313411	0.20991300000000002	0.08714060000000001	0.0	Rmag_0365	137	Vgig2_peg_478	0	V.gigas2
420	0.324343	0.383817	0.371369	0.217842	0.14078800000000002	0.0	Rmag_0364	138	Vgig2_peg_479	0	V.gigas2
421	0.28424699999999997	0.41438400000000003	0.25	0.188356	0.11549000000000001	0.0		555	Vgig2_peg_48	0	V.gigas2
422	0.336251	0.512035	0.301969	0.194748	0.12164100000000001	0.0	Rmag_0363	139	Vgig2_peg_480	0	V.gigas2
423	0.310646	0.47644	0.24607300000000001	0.20942399999999997	0.126417	0.0078	Rmag_0362	140	Vgig2_peg_481	0	V.gigas2
424	0.322685	0.43472200000000005	0.30277800000000005	0.23055599999999998	0.0954834	0.0	Rmag_0361	141	Vgig2_peg_482	0	V.gigas2
425	0.299242	0.43181800000000004	0.329545	0.136364	0.168897	0.0	Rmag_0356	142	Vgig2_peg_483	0	V.gigas2
426	0.30590700000000004	0.405063	0.310127	0.202532	0.124776	0.0838	Rmag_0354	144	Vgig2_peg_484	0	V.gigas2
427	0.35804400000000003	0.542587	0.334385	0.197161	0.142473	0.0	Rmag_0353	145	Vgig2_peg_485	0	V.gigas2
428	0.367942	0.508197	0.409836	0.185792	0.14661400000000002	0.0	Rmag_0352	146	Vgig2_peg_486	0	V.gigas2
429	0.33566999999999997	0.446262	0.35046700000000003	0.21028000000000002	0.122467	0.0	Rmag_0351	147	Vgig2_peg_487	0	V.gigas2
430	0.307692	0.394872	0.282051	0.24615399999999998	0.120331	0.0	Rmag_0350	148	Vgig2_peg_488	0	V.gigas2
431	0.30315	0.413386	0.314961	0.18110199999999999	0.10904200000000001	0.0024	Rmag_0349	965	Vgig2_peg_489	0	V.gigas2
