R.magnifica	Branch	p_Holm	KH_pval
Rmag_0574	V.diagonalis	1	0.01
Rmag_0574	Node17	1	0.01
Rmag_0574	Node8	1	0.01
Rmag_0574	Bathy	1	0.01
Rmag_0576	R.phaseoliformis	1	
Rmag_0576	SUP05	1	
Rmag_0576	R.southwardae	1	
Rmag_0576	R.rectimargo	1	
Rmag_0576	V.extenta	1	
Rmag_0576	R.magnifica	1	
Rmag_0576	V.gigas	1	
Rmag_0576	R.pacifica	1	
Rmag_0576	R.kilmeri	1	
Rmag_0576	V.okutanii	1	
Rmag_0576	Node9	1	
Rmag_0576	R.pleocardia	1	
Rmag_0576	Node1	1	
Rmag_0576	Node3	1	
Rmag_0576	Node2	1	
Rmag_0576	Node4	1	
Rmag_0576	Node7	1	
Rmag_0576	Node10	1	
Rmag_0576	Node13	1	
Rmag_0576	V.diagonalis	1	
Rmag_0576	Node17	1	
Rmag_0576	Node8	1	
Rmag_0576	Bathy	1	
Rmag_0588	R.phaseoliformis	1	
Rmag_0588	SUP05	1	
Rmag_0588	R.southwardae	1	
Rmag_0588	R.rectimargo	1	
Rmag_0588	Node21	1	
Rmag_0588	V.extenta	1	
Rmag_0588	R.magnifica	1	
Rmag_0588	V.gigas	1	
Rmag_0588	R.pacifica	1	
Rmag_0588	R.kilmeri	1	
Rmag_0588	V.okutanii	1	
Rmag_0588	R.pleocardia	1	
Rmag_0588	Node1	1	
Rmag_0588	Node5	1	
Rmag_0588	Node4	1	
Rmag_0588	Node7	1	
Rmag_0588	Node6	1	
Rmag_0588	Node11	1	
Rmag_0588	Node12	1	
Rmag_0588	V.diagonalis	1	
Rmag_0588	Node17	1	
Rmag_0588	Node8	1	
Rmag_0588	Bathy	1	
Rmag_0595	R.phaseoliformis	1	
Rmag_0595	SUP05	1	
Rmag_0595	R.southwardae	1	
Rmag_0595	R.rectimargo	1	
Rmag_0595	V.extenta	1	
Rmag_0595	R.magnifica	1	
Rmag_0595	V.gigas	1	
Rmag_0595	R.pacifica	1	
Rmag_0595	R.kilmeri	1	
Rmag_0595	V.okutanii	1	
Rmag_0595	R.pleocardia	1	
Rmag_0595	Node1	1	
Rmag_0595	Node15	1	
Rmag_0595	Node2	1	
Rmag_0595	Node5	1	
Rmag_0595	Node7	1	
Rmag_0595	Node11	1	
Rmag_0595	Node10	1	
Rmag_0595	Node13	1	
Rmag_0595	Node12	0.09544128697343357	
Rmag_0595	V.diagonalis	1	
Rmag_0595	Node14	1	
Rmag_0595	Bathy	1	
Rmag_0659	R.phaseoliformis	1	
Rmag_0659	SUP05	0.0001857751482794434	
Rmag_0659	R.southwardae	1	
Rmag_0659	R.rectimargo	1	
Rmag_0659	Node21	1	
Rmag_0659	V.extenta	1	
Rmag_0659	R.magnifica	1	
Rmag_0659	V.gigas	1	
Rmag_0659	R.pacifica	1	
Rmag_0659	R.kilmeri	1	
Rmag_0659	V.okutanii	1	
Rmag_0659	R.pleocardia	1	
Rmag_0659	Node1	1	
Rmag_0659	Node15	1	
Rmag_0659	Node3	1	
Rmag_0659	Node2	1	
Rmag_0659	Node7	1	
Rmag_0659	Node6	1	
Rmag_0659	Node12	1	
Rmag_0659	V.diagonalis	1	
Rmag_0659	Node8	1	
Rmag_0659	Node18	1	
Rmag_0659	Bathy	1	
Rmag_0668	R.phaseoliformis	1	
Rmag_0668	SUP05	0.1644488431965762	
Rmag_0668	R.southwardae	1	
Rmag_0668	R.rectimargo	1	
Rmag_0668	Node21	1	
Rmag_0668	V.extenta	1	
Rmag_0668	R.magnifica	1	
Rmag_0668	V.gigas	1	
Rmag_0668	R.pacifica	1	
Rmag_0668	R.kilmeri	1	
Rmag_0668	V.okutanii	1	
Rmag_0668	R.pleocardia	1	
Rmag_0668	Node1	1	
Rmag_0668	Node2	1	
Rmag_0668	Node5	1	
Rmag_0668	Node7	1	
Rmag_0668	Node6	1	
Rmag_0668	Node10	1	
Rmag_0668	V.diagonalis	1	
Rmag_0668	Node14	0.006470562892765486	
Rmag_0668	Node16	1	
Rmag_0668	Node19	1	
Rmag_0668	Bathy	1	
Rmag_0692	R.phaseoliformis	1	0.05
Rmag_0692	SUP05	1	0.05
Rmag_0692	R.southwardae	1	0.05
Rmag_0692	R.rectimargo	1	0.05
Rmag_0692	Node20	1	0.05
Rmag_0692	V.extenta	1	0.05
Rmag_0692	R.magnifica	1	0.05
Rmag_0692	V.gigas	1	0.05
Rmag_0692	R.pacifica	2.488120376398228e-09	0.05
Rmag_0692	R.kilmeri	1	0.05
Rmag_0692	V.okutanii	1	0.05
Rmag_0692	Node9	1	0.05
Rmag_0692	Node8	1	0.05
Rmag_0692	Node1	1	0.05
Rmag_0692	Node3	1	0.05
Rmag_0692	Node2	1	0.05
Rmag_0692	Node5	0.9217119601338346	0.05
Rmag_0692	Node6	1	0.05
Rmag_0692	Node10	0.001415443015656825	0.05
Rmag_0692	V.diagonalis	1	0.05
Rmag_0692	Node14	1	0.05
Rmag_0692	R.pleocardia	1	0.05
Rmag_0692	Bathy	1	0.05
Rmag_0694	R.phaseoliformis	1	
Rmag_0694	SUP05	1	
Rmag_0694	R.southwardae	1	
Rmag_0694	R.rectimargo	1	
Rmag_0694	Node20	1	
Rmag_0694	V.extenta	1	
Rmag_0694	R.magnifica	1	
Rmag_0694	V.gigas	1	
Rmag_0694	R.pacifica	1	
Rmag_0694	R.kilmeri	1	
Rmag_0694	V.okutanii	1	
Rmag_0694	Node9	1	
Rmag_0694	Node8	1	
Rmag_0694	Node1	1	
Rmag_0694	Node15	1	
Rmag_0694	Node2	1	
Rmag_0694	Node5	1	
Rmag_0694	Node7	1	
Rmag_0694	V.diagonalis	1	
Rmag_0694	Node16	1	
Rmag_0694	Node19	1	
Rmag_0694	R.pleocardia	1	
Rmag_0694	Bathy	1	
Rmag_0699	R.phaseoliformis	1	
Rmag_0699	SUP05	1	
Rmag_0699	R.southwardae	1	
Rmag_0699	R.rectimargo	1	
Rmag_0699	Node21	1	
Rmag_0699	V.extenta	1	
Rmag_0699	R.magnifica	1	
Rmag_0699	V.gigas	1	
Rmag_0699	R.pacifica	0.0001569689604936642	
Rmag_0699	R.kilmeri	1	
Rmag_0699	V.okutanii	1	
Rmag_0699	Node9	1	
Rmag_0699	R.pleocardia	1	
Rmag_0699	Node1	1	
Rmag_0699	Node3	1	
Rmag_0699	Node2	1	
Rmag_0699	Node7	1	
Rmag_0699	Node10	1	
Rmag_0699	Node13	1	
Rmag_0699	V.diagonalis	1	
Rmag_0699	Node17	1	
Rmag_0699	Node16	1	
Rmag_0699	Bathy	1	
Rmag_0700	R.phaseoliformis	1	
Rmag_0700	SUP05	1	
Rmag_0700	R.southwardae	1	
Rmag_0700	R.rectimargo	1	
Rmag_0700	Node20	0.2226728205660909	
Rmag_0700	V.extenta	1	
Rmag_0700	R.magnifica	1	
Rmag_0700	V.gigas	1	
Rmag_0700	R.pacifica	1	
Rmag_0700	R.kilmeri	1	
Rmag_0700	V.okutanii	0.4970428700197472	
Rmag_0700	Node8	0.08024809554625145	
Rmag_0700	Node1	1	
Rmag_0700	Node3	1	
Rmag_0700	Node2	1	
Rmag_0700	Node4	0.3808680183373007	
Rmag_0700	Node11	1	
Rmag_0700	Node10	1	
Rmag_0700	Node12	1	
Rmag_0700	V.diagonalis	1	
Rmag_0700	Node17	1	
Rmag_0700	R.pleocardia	1	
Rmag_0700	Bathy	1	
Rmag_0701	R.phaseoliformis	1	
Rmag_0701	SUP05	0.07753112270526674	
Rmag_0701	R.southwardae	1	
Rmag_0701	R.rectimargo	1	
Rmag_0701	Node21	1	
Rmag_0701	V.extenta	1	
Rmag_0701	R.magnifica	1	
Rmag_0701	V.gigas	1	
Rmag_0701	R.pacifica	1	
Rmag_0701	R.kilmeri	1	
Rmag_0701	V.okutanii	1	
Rmag_0701	Node9	1	
Rmag_0701	Node8	1	
Rmag_0701	Node1	1	
Rmag_0701	Node3	1	
Rmag_0701	Node2	1	
Rmag_0701	Node5	2.475189261252897e-05	
Rmag_0701	Node4	2.604557998608925e-06	
Rmag_0701	V.diagonalis	1	
Rmag_0701	Node14	2.573394726873568e-05	
Rmag_0701	R.pleocardia	1	
Rmag_0701	Node18	1	
Rmag_0701	Bathy	0.2309883404600943	
Rmag_0704	R.phaseoliformis	1	
Rmag_0704	SUP05	1	
Rmag_0704	R.southwardae	1	
Rmag_0704	R.rectimargo	0.3113160454951313	
Rmag_0704	Node21	1	
Rmag_0704	V.extenta	1	
Rmag_0704	R.magnifica	1	
Rmag_0704	V.gigas	1	
Rmag_0704	R.pacifica	1	
Rmag_0704	R.kilmeri	1	
Rmag_0704	V.okutanii	1	
Rmag_0704	R.pleocardia	1	
Rmag_0704	Node1	1	
Rmag_0704	Node3	0.07031906347829459	
Rmag_0704	Node2	1	
Rmag_0704	Node7	1	
Rmag_0704	Node6	1	
Rmag_0704	Node12	0.007128020794420653	
Rmag_0704	V.diagonalis	1	
Rmag_0704	Node8	1	
Rmag_0704	Node16	1	
Rmag_0704	Node18	1	
Rmag_0704	Bathy	1	
Rmag_0741	R.phaseoliformis	1	
Rmag_0741	SUP05	1	
Rmag_0741	R.southwardae	1	
Rmag_0741	R.rectimargo	1	
Rmag_0741	Node20	1	
Rmag_0741	V.extenta	1	
Rmag_0741	R.magnifica	1	
Rmag_0741	V.gigas	1	
Rmag_0741	R.pacifica	1	
Rmag_0741	R.kilmeri	1	
Rmag_0741	V.okutanii	1	
Rmag_0741	Node9	1	
Rmag_0741	Node8	1	
Rmag_0741	Node1	1	
Rmag_0741	Node3	1	
Rmag_0741	Node2	1	
Rmag_0741	Node5	1	
Rmag_0741	Node4	1	
Rmag_0741	Node13	1	
Rmag_0741	Node12	1	
Rmag_0741	V.diagonalis	1	
Rmag_0741	R.pleocardia	1	
Rmag_0741	Bathy	1	
Rmag_0767	R.phaseoliformis	1	
Rmag_0767	SUP05	1	
Rmag_0767	R.southwardae	1	
Rmag_0767	R.rectimargo	1	
Rmag_0767	Node20	1	
Rmag_0767	V.extenta	1	
Rmag_0767	R.magnifica	1	
Rmag_0767	V.gigas	0.7908045207230021	
Rmag_0767	R.pacifica	1	
Rmag_0767	R.kilmeri	1	
Rmag_0767	V.okutanii	1	
Rmag_0767	Node9	1	
Rmag_0767	R.pleocardia	1	
Rmag_0767	Node1	1	
Rmag_0767	Node3	1	
Rmag_0767	Node2	1	
Rmag_0767	Node4	1	
Rmag_0767	Node7	1	
Rmag_0767	Node13	1	
Rmag_0767	V.diagonalis	1	
Rmag_0767	Node8	1	
Rmag_0767	Node16	1	
Rmag_0767	Bathy	1	
Rmag_0774	R.phaseoliformis	1	
Rmag_0774	SUP05	1	
Rmag_0774	R.southwardae	1	
Rmag_0774	R.rectimargo	1	
Rmag_0774	Node21	1	
Rmag_0774	V.extenta	1	
Rmag_0774	R.magnifica	1	
Rmag_0774	V.gigas	1	
Rmag_0774	R.pacifica	1	
Rmag_0774	R.kilmeri	1	
Rmag_0774	V.okutanii	1	
Rmag_0774	Node9	1	
Rmag_0774	R.pleocardia	1	
Rmag_0774	Node1	1	
Rmag_0774	Node3	1	
Rmag_0774	Node2	1	
Rmag_0774	Node7	1	
Rmag_0774	Node6	1	
Rmag_0774	Node13	1	
Rmag_0774	Node12	1	
Rmag_0774	V.diagonalis	1	
Rmag_0774	Node18	1	
Rmag_0774	Bathy	1	
Rmag_0800	R.phaseoliformis	1	
Rmag_0800	SUP05	1	
Rmag_0800	R.southwardae	1	
Rmag_0800	R.rectimargo	1	
Rmag_0800	Node20	1	
Rmag_0800	V.extenta	1	
Rmag_0800	R.magnifica	1	
Rmag_0800	V.gigas	1	
Rmag_0800	R.pacifica	1	
Rmag_0800	R.kilmeri	1	
Rmag_0800	V.okutanii	1	
Rmag_0800	R.pleocardia	1	
Rmag_0800	Node1	0.1883393183275177	
Rmag_0800	Node2	1	
Rmag_0800	Node5	1	
Rmag_0800	Node7	1	
Rmag_0800	Node6	1	
Rmag_0800	Node10	1	
Rmag_0800	V.diagonalis	1	
Rmag_0800	Node14	1	
Rmag_0800	Node16	1	
Rmag_0800	Node19	1	
Rmag_0800	Bathy	1	
Rmag_0801	R.phaseoliformis	1	
Rmag_0801	SUP05	1	
Rmag_0801	R.southwardae	1	
Rmag_0801	R.rectimargo	1	
Rmag_0801	Node21	1	
Rmag_0801	V.extenta	1	
Rmag_0801	R.magnifica	1	
Rmag_0801	V.gigas	1	
Rmag_0801	R.pacifica	1	
Rmag_0801	R.kilmeri	1	
Rmag_0801	V.okutanii	1	
Rmag_0801	R.pleocardia	1	
Rmag_0801	Node1	1	
Rmag_0801	Node15	1	
Rmag_0801	Node3	1	
Rmag_0801	Node2	1	
Rmag_0801	Node7	0.2285767147524647	
Rmag_0801	Node6	1	
Rmag_0801	Node11	1	
Rmag_0801	V.diagonalis	1	
Rmag_0801	Node8	1	
Rmag_0801	Node16	1	
Rmag_0801	Bathy	1	
Rmag_0806	R.phaseoliformis	1	
Rmag_0806	SUP05	0.1846102535677715	
Rmag_0806	R.southwardae	1	
Rmag_0806	R.rectimargo	1	
Rmag_0806	Node20	1	
Rmag_0806	V.extenta	1	
Rmag_0806	R.magnifica	0.1256247876044432	
Rmag_0806	V.gigas	1	
Rmag_0806	R.pacifica	1	
Rmag_0806	R.kilmeri	1	
Rmag_0806	V.okutanii	1	
Rmag_0806	Node9	1	
Rmag_0806	R.pleocardia	0.6768418120157342	
Rmag_0806	Node1	1	
Rmag_0806	Node3	1	
Rmag_0806	Node2	1	
Rmag_0806	Node4	1	
Rmag_0806	Node7	1	
Rmag_0806	Node12	1	
Rmag_0806	V.diagonalis	1	
Rmag_0806	Node17	1	
Rmag_0806	Node8	1	
Rmag_0806	Bathy	1	
Rmag_0807	R.phaseoliformis	1	
Rmag_0807	SUP05	0.4822229049908444	
Rmag_0807	R.southwardae	1	
Rmag_0807	R.rectimargo	1	
Rmag_0807	Node20	1	
Rmag_0807	V.extenta	1	
Rmag_0807	R.magnifica	1	
Rmag_0807	V.gigas	1	
Rmag_0807	R.pacifica	1	
Rmag_0807	R.kilmeri	1	
Rmag_0807	V.okutanii	1	
Rmag_0807	R.pleocardia	1	
Rmag_0807	Node1	1	
Rmag_0807	Node2	0.2110052805508347	
Rmag_0807	Node5	1	
Rmag_0807	Node7	1	
Rmag_0807	Node11	1	
Rmag_0807	Node10	1	
Rmag_0807	Node12	1	
Rmag_0807	V.diagonalis	1	
Rmag_0807	Node16	1	
Rmag_0807	Node19	1	
Rmag_0807	Bathy	0.08705315663038116	
Rmag_0833	R.phaseoliformis	1	0.05
Rmag_0833	SUP05	1	0.05
Rmag_0833	R.southwardae	0.06017501927912433	0.05
Rmag_0833	R.rectimargo	1	0.05
Rmag_0833	V.extenta	1	0.05
Rmag_0833	R.magnifica	1	0.05
Rmag_0833	V.gigas	1	0.05
Rmag_0833	R.pacifica	1	0.05
Rmag_0833	R.kilmeri	1	0.05
Rmag_0833	V.okutanii	1	0.05
Rmag_0833	Node8	1	0.05
Rmag_0833	Node1	1	0.05
Rmag_0833	Node3	1	0.05
Rmag_0833	Node2	1	0.05
Rmag_0833	Node5	1	0.05
Rmag_0833	Node7	1	0.05
Rmag_0833	Node6	1	0.05
Rmag_0833	Node11	1	0.05
Rmag_0833	V.diagonalis	1	0.05
Rmag_0833	Node16	1	0.05
Rmag_0833	Node19	1	0.05
Rmag_0833	R.pleocardia	0.007208673695895396	0.05
Rmag_0833	Bathy	1	0.05
Rmag_0853	R.phaseoliformis	1	
Rmag_0853	SUP05	1	
Rmag_0853	R.southwardae	1	
Rmag_0853	R.rectimargo	1	
Rmag_0853	Node20	1	
Rmag_0853	V.extenta	1	
Rmag_0853	R.magnifica	1	
Rmag_0853	V.gigas	1	
Rmag_0853	R.pacifica	1	
Rmag_0853	R.kilmeri	1	
Rmag_0853	V.okutanii	1	
Rmag_0853	Node9	1	
Rmag_0853	R.pleocardia	1	
Rmag_0853	Node1	0.8870729440779814	
Rmag_0853	Node3	1	
Rmag_0853	Node2	1	
Rmag_0853	Node5	1	
Rmag_0853	Node4	1	
Rmag_0853	Node10	1	
Rmag_0853	Node13	1	
Rmag_0853	V.diagonalis	1	
Rmag_0853	Node8	1	
Rmag_0853	Bathy	1	
Rmag_0865	R.phaseoliformis	1	
Rmag_0865	SUP05	0.399911985808822	
Rmag_0865	R.southwardae	1	
Rmag_0865	R.rectimargo	1	
Rmag_0865	Node21	1	
Rmag_0865	V.extenta	1	
Rmag_0865	R.magnifica	1	
Rmag_0865	V.gigas	1	
Rmag_0865	R.pacifica	1	
Rmag_0865	R.kilmeri	1	
Rmag_0865	V.okutanii	1	
Rmag_0865	Node9	1	
Rmag_0865	R.pleocardia	1	
Rmag_0865	Node1	1	
Rmag_0865	Node3	1	
Rmag_0865	Node2	1	
Rmag_0865	Node4	1	
Rmag_0865	Node7	0.4580594292740763	
Rmag_0865	Node12	1	
Rmag_0865	V.diagonalis	1	
Rmag_0865	Node8	1	
Rmag_0865	Node18	1	
Rmag_0865	Bathy	1	
Rmag_0884	R.phaseoliformis	1	
Rmag_0884	SUP05	1	
Rmag_0884	R.southwardae	1	
Rmag_0884	R.rectimargo	1	
Rmag_0884	V.extenta	1	
Rmag_0884	R.magnifica	1	
Rmag_0884	V.gigas	1	
Rmag_0884	R.pacifica	1	
Rmag_0884	R.kilmeri	1	
Rmag_0884	V.okutanii	1	
Rmag_0884	R.pleocardia	1	
Rmag_0884	Node1	1	
Rmag_0884	Node15	1	
Rmag_0884	Node3	1	
Rmag_0884	Node2	1	
Rmag_0884	Node7	1	
Rmag_0884	Node6	1	
Rmag_0884	Node12	1	
Rmag_0884	V.diagonalis	1	
Rmag_0884	Node8	1	
Rmag_0884	Node19	1	
Rmag_0884	Node18	1	
Rmag_0884	Bathy	1	
Rmag_0915	R.phaseoliformis	1	
Rmag_0915	SUP05	1	
Rmag_0915	R.southwardae	1	
Rmag_0915	R.rectimargo	1	
Rmag_0915	Node20	1	
Rmag_0915	V.extenta	1	
Rmag_0915	R.magnifica	1	
Rmag_0915	V.gigas	1	
Rmag_0915	R.pacifica	1	
Rmag_0915	R.kilmeri	1	
Rmag_0915	V.okutanii	1	
Rmag_0915	Node8	1	
Rmag_0915	Node1	1	
Rmag_0915	Node3	1	
Rmag_0915	Node2	1	
Rmag_0915	Node5	1	
Rmag_0915	Node4	1	
Rmag_0915	Node10	0.01508384430960286	
Rmag_0915	Node13	1	
Rmag_0915	V.diagonalis	1	
Rmag_0915	Node14	1	
Rmag_0915	R.pleocardia	1	
Rmag_0915	Bathy	1	
Rmag_0931	R.phaseoliformis	1	
Rmag_0931	SUP05	1	
Rmag_0931	R.southwardae	1	
Rmag_0931	R.rectimargo	1	
Rmag_0931	Node21	1	
Rmag_0931	V.extenta	1	
Rmag_0931	R.magnifica	1	
Rmag_0931	V.gigas	1	
Rmag_0931	R.pacifica	1	
Rmag_0931	R.kilmeri	1	
Rmag_0931	V.okutanii	1	
Rmag_0931	Node9	1	
Rmag_0931	R.pleocardia	1	
Rmag_0931	Node1	1	
Rmag_0931	Node3	1	
Rmag_0931	Node2	1	
Rmag_0931	Node4	1	
Rmag_0931	Node7	1	
Rmag_0931	Node13	1	
Rmag_0931	V.diagonalis	1	
Rmag_0931	Node8	1	
Rmag_0931	Node18	1	
Rmag_0931	Bathy	1	
Rmag_0944	R.phaseoliformis	1	
Rmag_0944	SUP05	1	
Rmag_0944	R.southwardae	1	
Rmag_0944	R.rectimargo	1	
Rmag_0944	V.extenta	1	
Rmag_0944	R.magnifica	1	
Rmag_0944	V.gigas	1	
Rmag_0944	R.pacifica	1	
Rmag_0944	R.kilmeri	1	
Rmag_0944	V.okutanii	1	
Rmag_0944	Node9	1	
Rmag_0944	R.pleocardia	1	
Rmag_0944	Node1	1	
Rmag_0944	Node3	1	
Rmag_0944	Node2	1	
Rmag_0944	Node5	1	
Rmag_0944	Node4	1	
Rmag_0944	Node10	1	
Rmag_0944	Node13	1	
Rmag_0944	V.diagonalis	1	
Rmag_0944	Node17	1	
Rmag_0944	Node8	1	
Rmag_0944	Bathy	1	
Rmag_0962	R.phaseoliformis	1	
Rmag_0962	SUP05	0.1074777726955434	
Rmag_0962	R.southwardae	1	
Rmag_0962	R.rectimargo	1	
Rmag_0962	Node20	1	
Rmag_0962	V.extenta	1	
Rmag_0962	R.magnifica	1	
Rmag_0962	V.gigas	1	
Rmag_0962	R.pacifica	1	
Rmag_0962	R.kilmeri	1	
Rmag_0962	V.okutanii	1	
Rmag_0962	R.pleocardia	1	
Rmag_0962	Node1	0.006524718954668052	
Rmag_0962	Node15	1	
Rmag_0962	Node2	0.003390740217217747	
Rmag_0962	Node5	1	
Rmag_0962	Node7	0.04706007272154833	
Rmag_0962	Node6	1	
Rmag_0962	Node11	0.08730892201219476	
Rmag_0962	V.diagonalis	1	
Rmag_0962	Node14	1	
Rmag_0962	Node16	1	
Rmag_0962	Bathy	1	
Rmag_0981	R.phaseoliformis	1	
Rmag_0981	SUP05	1	
Rmag_0981	R.southwardae	1	
Rmag_0981	R.rectimargo	1	
Rmag_0981	Node21	1	
Rmag_0981	V.extenta	1	
Rmag_0981	R.magnifica	1	
Rmag_0981	V.gigas	1	
Rmag_0981	R.pacifica	1	
Rmag_0981	R.kilmeri	1	
Rmag_0981	V.okutanii	1	
Rmag_0981	Node9	1	
Rmag_0981	R.pleocardia	1	
Rmag_0981	Node1	1	
Rmag_0981	Node3	1	
Rmag_0981	Node2	1	
Rmag_0981	Node4	1	
Rmag_0981	Node7	0.8098202078712844	
Rmag_0981	Node12	1	
Rmag_0981	V.diagonalis	1	
Rmag_0981	Node8	1	
Rmag_0981	Node18	1	
Rmag_0981	Bathy	1	
Rmag_0990	R.phaseoliformis	0.001744253248746608	0.05
Rmag_0990	SUP05	1	0.05
Rmag_0990	R.southwardae	2.853392575552505e-07	0.05
Rmag_0990	R.rectimargo	0.0003068612303639973	0.05
Rmag_0990	Node21	1	0.05
Rmag_0990	V.extenta	1	0.05
Rmag_0990	R.magnifica	1	0.05
Rmag_0990	V.gigas	1	0.05
Rmag_0990	R.pacifica	1	0.05
Rmag_0990	R.kilmeri	1	0.05
Rmag_0990	V.okutanii	1	0.05
Rmag_0990	Node9	1	0.05
Rmag_0990	R.pleocardia	1	0.05
Rmag_0990	Node1	1	0.05
Rmag_0990	Node3	1	0.05
Rmag_0990	Node2	1	0.05
Rmag_0990	Node4	1	0.05
Rmag_0990	Node7	1	0.05
Rmag_0990	Node6	1	0.05
Rmag_0990	Node10	1	0.05
Rmag_0990	V.diagonalis	1	0.05
Rmag_0990	Node17	1	0.05
Rmag_0990	Bathy	0.4069063658020343	0.05
Rmag_1012	R.phaseoliformis	1	
Rmag_1012	SUP05	1	
Rmag_1012	R.southwardae	1	
Rmag_1012	R.rectimargo	1	
Rmag_1012	Node20	1	
Rmag_1012	V.extenta	1	
Rmag_1012	R.magnifica	1	
Rmag_1012	V.gigas	1	
Rmag_1012	R.pacifica	1	
Rmag_1012	R.kilmeri	1	
Rmag_1012	V.okutanii	1	
Rmag_1012	Node9	1	
Rmag_1012	R.pleocardia	1	
Rmag_1012	Node1	1	
Rmag_1012	Node3	1	
Rmag_1012	Node2	1	
Rmag_1012	Node5	1	
Rmag_1012	Node4	1	
Rmag_1012	Node11	1	
Rmag_1012	Node12	1	
Rmag_1012	V.diagonalis	1	
Rmag_1012	Node8	1	
Rmag_1012	Bathy	1	
Rmag_1027	R.phaseoliformis	1	
Rmag_1027	SUP05	1	
Rmag_1027	R.southwardae	1	
Rmag_1027	R.rectimargo	1	
Rmag_1027	Node20	1	
Rmag_1027	V.extenta	1	
Rmag_1027	R.magnifica	1	
Rmag_1027	V.gigas	1	
Rmag_1027	R.pacifica	1	
Rmag_1027	R.kilmeri	1	
Rmag_1027	V.okutanii	1	
Rmag_1027	R.pleocardia	1	
Rmag_1027	Node1	1	
Rmag_1027	Node15	1	
Rmag_1027	Node3	1	
Rmag_1027	Node2	1	
Rmag_1027	Node7	1	
Rmag_1027	Node6	1	
Rmag_1027	Node11	1	
Rmag_1027	V.diagonalis	1	
Rmag_1027	Node8	1	
Rmag_1027	Node16	1	
Rmag_1027	Bathy	1	
Rmag_1038	R.phaseoliformis	1	
Rmag_1038	SUP05	1	
Rmag_1038	R.southwardae	1	
Rmag_1038	R.rectimargo	1	
Rmag_1038	Node21	1	
Rmag_1038	V.extenta	1	
Rmag_1038	R.magnifica	1	
Rmag_1038	V.gigas	1	
Rmag_1038	R.pacifica	1	
Rmag_1038	R.kilmeri	1	
Rmag_1038	V.okutanii	1	
Rmag_1038	R.pleocardia	1	
Rmag_1038	Node1	1	
Rmag_1038	Node3	1	
Rmag_1038	Node2	1	
Rmag_1038	Node7	1	
Rmag_1038	Node6	1	
Rmag_1038	Node11	1	
Rmag_1038	Node10	1	
Rmag_1038	V.diagonalis	1	
Rmag_1038	Node17	1	
Rmag_1038	Node16	1	
Rmag_1038	Bathy	1	
Rmag_1071	R.phaseoliformis	1	0.1
Rmag_1071	SUP05	1	0.1
Rmag_1071	R.southwardae	1	0.1
Rmag_1071	R.rectimargo	1	0.1
Rmag_1071	V.extenta	1	0.1
Rmag_1071	R.magnifica	1	0.1
Rmag_1071	V.gigas	1	0.1
Rmag_1071	R.pacifica	1	0.1
Rmag_1071	R.kilmeri	1	0.1
Rmag_1071	V.okutanii	1	0.1
Rmag_1071	R.pleocardia	1	0.1
Rmag_1071	Node1	1	0.1
Rmag_1071	Node5	1	0.1
Rmag_1071	Node4	1	0.1
Rmag_1071	Node7	1	0.1
Rmag_1071	Node6	1	0.1
Rmag_1071	Node11	1	0.1
Rmag_1071	V.diagonalis	1	0.1
Rmag_1071	Node17	1	0.1
Rmag_1071	Node8	1	0.1
Rmag_1071	Node19	1	0.1
Rmag_1071	Node18	1	0.1
Rmag_1071	Bathy	1	0.1
Rmag_0016	R.phaseoliformis	1	
Rmag_0016	SUP05	1	
Rmag_0016	R.southwardae	0.2505528963457893	
Rmag_0016	R.rectimargo	1	
Rmag_0016	Node21	1	
Rmag_0016	V.extenta	1	
Rmag_0016	R.magnifica	1	
Rmag_0016	V.gigas	1	
Rmag_0016	R.pacifica	1	
Rmag_0016	R.kilmeri	1	
Rmag_0016	V.okutanii	1	
Rmag_0016	R.pleocardia	1	
Rmag_0016	Node1	1	
Rmag_0016	Node15	0.02213579150171796	
Rmag_0016	Node3	1	
Rmag_0016	Node2	1	
Rmag_0016	Node7	1	
Rmag_0016	Node6	1	
Rmag_0016	Node11	1	
Rmag_0016	Node10	1	
Rmag_0016	V.diagonalis	1	
Rmag_0016	Node19	1	
Rmag_0016	Bathy	1	
Rmag_0745	R.phaseoliformis	1	
Rmag_0745	SUP05	1	
Rmag_0745	R.southwardae	1	
Rmag_0745	R.rectimargo	1	
Rmag_0745	V.extenta	1	
Rmag_0745	R.magnifica	1	
Rmag_0745	V.gigas	1	
Rmag_0745	R.pacifica	0.02452120416191861	
Rmag_0745	R.kilmeri	1	
Rmag_0745	V.okutanii	1	
Rmag_0745	R.pleocardia	1	
Rmag_0745	Node1	1	
Rmag_0745	Node3	1	
Rmag_0745	Node2	1	
Rmag_0745	Node4	0.8009967267665701	
Rmag_0745	Node6	1	
Rmag_0745	Node13	1	
Rmag_0745	Node12	1	
Rmag_0745	V.diagonalis	1	
Rmag_0745	Node8	1	
Rmag_0745	Node19	1	
Rmag_0745	Node18	2.619744060572415e-08	
Rmag_0745	Bathy	1	
Rmag_0976	R.phaseoliformis	1	
Rmag_0976	SUP05	1	
Rmag_0976	R.southwardae	1	
Rmag_0976	R.rectimargo	1	
Rmag_0976	Node20	1	
Rmag_0976	V.extenta	1	
Rmag_0976	R.magnifica	1	
Rmag_0976	V.gigas	1	
Rmag_0976	R.pacifica	1	
